Year,Month,Food at home sales million nominal U.S. dollars with taxes and tips,Food away from home sales million nominal U.S. dollars with taxes and tips,Total food sales million nominal U.S. dollars with taxes and tips,Food at home sales million constant 1988 U.S. dollars with taxes and tips,Food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips_x,Grocery stores sales million nominal U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million nominal U.S. dollars with taxes and tips,Other food at home sales million nominal U.S. dollars with taxes and tips,Total food at home sales million nominal U.S. dollars with taxes and tips,Full-service restaurants sales million nominal U.S. dollars with taxes and tips,Limited-service restaurants sales million nominal U.S. dollars with taxes and tips,Other food away from home sales million nominal U.S. dollars with taxes and tips,Total food away from home sales million nominal U.S. dollars with taxes and tips,Total nominal U.S. dollars food sales with taxes and tips,Grocery stores sales million constant 1988 U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million constant 1988 U.S. dollars with taxes and tips,Other food at home sales million constant 1988 U.S. dollars with taxes and tips,Total food at home sales million constant 1988 U.S. dollars with taxes and tips,Full-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Limited-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Other food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips_y,Date
2014,April,58511.64,56100.02,114611.66,28660.61,27609.47,56270.08,32899.86,14329.36,11282.43,58511.64,22404.27,21627.04,12068.7,56100.01,114611.66,16113.8,7026.61,5520.2,28660.61,11025.48,10644.44,5939.55,27609.47,56270.08,2014-04-01
2014,March,59176.77,57774.91,116951.67,29124.62,28509.32,57633.95,33154.76,14792.8,11229.2,59176.77,23942.09,21856.46,11976.35,57774.91,116951.67,16316.08,7293.15,5515.39,29124.62,11813.58,10785.94,5909.81,28509.32,57633.95,2014-03-01
2014,February,54436.18,50686.99,105123.17,26888.95,25081.96,51970.91,30550.68,13457.18,10428.32,54436.18,20979.28,18633.1,11074.61,50686.99,105123.16,15089.26,6671.97,5127.72,26888.95,10380.71,9221.05,5480.19,25081.96,51970.91,2014-02-01
2014,January,57589.19,50934.43,108523.62,28538.01,25276.89,53814.89,33406.84,13334.4,10847.95,57589.19,20890.7,18929.56,11114.16,50934.43,108523.61,16553.08,6647.39,5337.53,28538.01,10366.61,9394.7,5515.57,25276.89,53814.89,2014-01-01
2013,December,65073.26,53808.93,118882.19,32451.88,26720.3,59172.18,34261.02,18434.49,12377.76,65073.27,22375.46,20634.58,10798.89,53808.93,118882.2,17086.0,9064.08,6301.81,32451.89,11110.84,10246.6,5362.86,26720.3,59172.19,2013-12-01
2013,November,60026.0,52059.82,112085.81,29955.71,25886.55,55842.26,33237.98,16041.76,10746.26,60026.0,21027.41,20317.15,10715.26,52059.82,112085.81,16587.37,7973.73,5394.61,29955.71,10455.51,10102.56,5328.48,25886.55,55842.27,2013-11-01
2013,October,58019.92,52743.92,110763.84,28858.36,26293.26,55151.63,32744.94,14449.55,10825.43,58019.92,20933.48,20835.35,10975.09,52743.92,110763.84,16287.01,7202.94,5368.41,28858.36,10435.22,10386.51,5471.53,26293.27,55151.63,2013-10-01
2013,September,55517.21,50383.22,105900.44,27657.56,25148.76,52806.32,31479.64,13691.49,10346.09,55517.21,19811.05,19898.8,10673.37,50383.22,105900.44,15682.62,6841.36,5133.58,27657.56,9888.4,9932.41,5327.95,25148.76,52806.32,2013-09-01
2013,August,59443.22,54383.79,113827.01,29619.24,27170.68,56789.93,33360.18,15187.5,10895.54,59443.22,21633.46,21756.13,10994.19,54383.79,113827.01,16622.74,7566.25,5430.25,29619.24,10808.0,10869.5,5493.18,27170.69,56789.93,2013-08-01
2013,July,58298.19,53141.5,111439.7,29099.43,26593.88,55693.31,33023.43,14445.67,10829.09,58298.19,20761.81,21603.72,10775.97,53141.5,111439.7,16483.69,7233.5,5382.25,29099.43,10389.66,10811.19,5393.04,26593.88,55693.31,2013-07-01
2013,June,57543.68,52898.63,110442.3,28734.14,26515.14,55249.28,32362.01,14655.11,10526.56,57543.68,20970.82,21220.06,10707.74,52898.63,110442.3,16159.9,7333.1,5241.14,28734.13,10511.22,10636.36,5367.56,26515.14,55249.28,2013-06-01
2013,May,59515.63,54559.73,114075.36,29743.92,27389.92,57133.84,33613.81,14925.55,10976.27,59515.63,21894.14,21756.13,10909.46,54559.73,114075.36,16799.16,7470.51,5474.25,29743.92,10990.93,10921.87,5477.11,27389.92,57133.84,2013-05-01
2013,April,54857.02,52159.47,107016.49,27324.35,26228.83,53553.18,30739.36,13725.51,10392.16,54857.02,20989.35,20703.96,10466.16,52159.47,107016.49,15311.41,6860.05,5152.89,27324.35,10554.39,10411.09,5263.36,26228.84,53553.18,2013-04-01
2013,March,59125.32,54316.38,113441.7,29488.82,27407.02,56895.84,33269.24,15006.6,10849.48,59125.32,22435.53,21411.36,10469.49,54316.38,113441.7,16593.17,7493.22,5402.43,29488.82,11320.23,10803.69,5283.1,27407.03,56895.84,2013-03-01
2013,February,53208.31,47898.89,101107.2,26508.67,24216.93,50725.6,29851.31,13415.6,9941.4,53208.31,19543.63,18630.09,9725.17,47898.89,101107.2,14872.18,6702.5,4934.0,26508.67,9880.68,9419.02,4917.23,24216.93,50725.6,2013-02-01
2013,January,55276.72,48279.25,103555.97,27514.83,24431.23,51946.06,32133.25,13045.14,10098.34,55276.73,19727.45,18864.49,9687.3,48279.25,103555.97,15994.91,6517.55,5002.36,27514.83,9982.61,9546.12,4902.51,24431.23,51946.06,2013-01-01
2012,December,63761.23,50759.41,114520.63,31923.48,25723.73,57647.21,33928.43,18494.32,11338.48,63761.23,21529.01,19981.56,9248.83,50759.41,114520.63,16986.46,9127.38,5809.64,31923.48,10909.82,10126.33,4687.57,25723.73,57647.21,2012-12-01
2012,November,58348.94,47747.74,106096.68,29289.91,24229.85,53519.76,32480.94,15556.97,10311.04,58348.94,19414.15,19146.13,9187.46,47747.74,106096.68,16304.19,7766.69,5219.03,29289.91,9851.27,9715.92,4662.65,24229.84,53519.76,2012-11-01
2012,October,56700.02,48818.9,105518.92,28442.48,24804.0,53246.48,32125.68,14144.55,10429.79,56700.02,19571.93,19804.03,9442.94,48818.9,105518.92,16114.7,7117.57,5210.21,28442.48,9943.6,10062.19,4798.21,24804.0,53246.48,2012-10-01
2012,September,54933.66,48097.48,103031.14,27656.48,24455.52,52111.99,31463.05,13576.42,9894.2,54933.67,19474.6,19184.76,9438.12,48097.48,103031.15,15839.62,6857.44,4959.42,27656.48,9901.46,9754.75,4799.3,24455.51,52111.99,2012-09-01
2012,August,57932.78,50665.15,108597.94,29154.68,25815.81,54970.48,32781.87,14725.06,10425.85,57932.78,20484.25,20668.71,9512.2,50665.15,108597.94,16496.93,7402.64,5255.11,29154.68,10436.92,10531.62,4847.27,25815.8,54970.48,2012-08-01
2012,July,56545.7,50258.39,106804.09,28506.09,25685.91,54192.0,32415.89,14107.95,10021.87,56545.7,20440.6,20528.77,9289.02,50258.39,106804.09,16341.11,7141.27,5023.71,28506.09,10446.14,10491.91,4747.85,25685.9,54192.0,2012-07-01
2012,June,56663.18,50428.96,107092.14,28539.52,25827.05,54366.58,32221.46,14399.41,10042.3,56663.18,20566.31,20414.94,9447.71,50428.96,107092.14,16228.44,7269.33,5041.76,28539.52,10532.4,10455.58,4839.07,25827.05,54366.57,2012-06-01
2012,May,58159.79,50811.12,108970.91,29292.94,26086.06,55379.0,33052.07,14543.12,10564.6,58159.79,20881.17,20396.15,9533.8,50811.12,108970.91,16646.56,7347.08,5299.3,29292.94,10719.65,10471.36,4895.05,26086.06,55379.0,2012-05-01
2012,April,55226.5,48846.31,104072.81,27792.38,25137.41,52929.79,31237.17,13847.73,10141.59,55226.5,20237.37,19484.48,9124.46,48846.31,104072.8,15719.38,6988.78,5084.22,27792.38,10414.03,10027.27,4696.1,25137.4,52929.79,2012-04-01
2012,March,57299.78,50723.55,108023.33,28876.63,26172.26,55048.88,32337.26,14457.92,10504.6,57299.78,21339.69,20327.22,9056.64,50723.55,108023.33,16296.05,7286.46,5294.12,28876.63,11010.21,10488.54,4673.51,26172.26,55048.88,2012-03-01
2012,February,53543.8,45901.84,99445.65,27007.47,23731.61,50739.08,30218.57,13698.57,9626.67,53543.8,19134.5,18279.36,8487.98,45901.84,99445.65,15241.73,6927.52,4838.23,27007.47,9892.14,9450.69,4388.78,23731.61,50739.08,2012-02-01
2012,January,53531.81,44638.38,98170.19,26941.52,23111.24,50052.77,31148.53,12881.64,9501.63,53531.81,18619.92,17750.94,8267.51,44638.38,98170.19,15675.93,6521.26,4744.32,26941.52,9639.82,9190.55,4280.87,23111.24,50052.76,2012-01-01
2011,December,60969.98,47875.32,108845.3,30921.5,24877.09,55798.59,33791.44,15627.67,11550.87,60969.98,20140.82,19098.35,8636.14,47875.31,108845.29,17134.62,7801.32,5985.56,30921.5,10465.44,9923.72,4487.93,24877.08,55798.59,2011-12-01
2011,November,54764.13,44371.71,99135.84,27847.04,23094.85,50941.89,31803.54,12794.95,10165.64,54764.13,17862.98,18068.3,8440.43,44371.71,99135.84,16168.94,6467.29,5210.81,27847.04,9297.27,9404.09,4393.49,23094.85,50941.89,2011-11-01
2011,October,53421.18,46953.96,100375.15,27067.87,24500.33,51568.2,31511.84,11946.12,9963.23,53421.18,19198.72,18983.32,8771.92,46953.96,100375.15,15963.84,6074.07,5029.95,27067.87,10017.62,9905.18,4577.53,24500.33,51568.2,2011-10-01
2011,September,51913.54,45953.94,97867.48,26356.29,24022.46,50378.75,30875.13,11290.57,9747.83,51913.54,18702.48,18434.31,8817.15,45953.94,97867.48,15672.41,5754.6,4929.28,26356.29,9776.57,9636.34,4609.55,24022.46,50378.75,2011-09-01
2011,August,54037.14,47686.68,101723.83,27600.83,24983.9,52584.73,31889.25,12038.96,10108.93,54037.14,19352.02,19529.2,8805.47,47686.68,101723.83,16285.36,6155.72,5159.76,27600.83,10138.69,10231.47,4613.74,24983.9,52584.73,2011-08-01
2011,July,54356.04,48577.97,102934.0,27942.73,25553.39,53496.13,32366.06,12039.69,9950.29,54356.04,19947.63,19756.12,8874.22,48577.97,102934.0,16635.43,6220.2,5087.1,27942.73,10492.84,10392.06,4668.5,25553.39,53496.13,2011-07-01
2011,June,53350.04,47246.28,100596.32,27583.99,24904.82,52488.82,31486.63,11788.93,10074.49,53350.04,19149.53,19190.38,8906.37,47246.28,100596.32,16276.9,6099.77,5207.33,27583.99,10094.08,10115.56,4695.18,24904.82,52488.82,2011-06-01
2011,May,53985.59,47958.21,101943.8,27941.33,25345.47,53286.8,31784.1,12049.6,10151.9,53985.59,19739.41,19405.8,8813.01,47958.21,101943.81,16447.59,6259.47,5234.27,27941.33,10431.91,10255.57,4657.99,25345.47,53286.8,2011-05-01
2011,April,52989.12,46445.39,99434.52,27562.94,24590.66,52153.61,31356.26,11723.73,9909.12,52989.12,19070.45,18813.91,8561.04,46445.39,99434.52,16307.46,6111.74,5143.74,27562.94,10096.74,9960.87,4533.06,24590.66,52153.61,2011-04-01
2011,March,52509.66,46622.31,99131.97,27411.71,24770.46,52182.17,31045.11,11572.82,9891.72,52509.66,19317.87,19063.84,8240.6,46622.31,99131.97,16203.67,6052.72,5155.32,27411.71,10263.42,10128.41,4378.63,24770.46,52182.17,2011-03-01
2011,February,48123.74,41742.23,89865.97,25370.68,22243.25,47613.93,28439.23,10784.94,8899.57,48123.74,17183.67,16945.17,7613.39,41742.23,89865.97,14990.42,5706.44,4673.82,25370.68,9156.53,9029.41,4057.31,22243.25,47613.93,2011-02-01
2011,January,50294.93,41467.34,91762.27,26662.96,22137.93,48800.89,30611.52,10716.36,8967.05,50294.93,17113.82,16759.03,7594.5,41467.34,91762.27,16225.28,5717.4,4720.28,26662.96,9136.3,8946.85,4054.78,22137.93,48800.89,2011-01-01
2010,December,58440.2,44413.98,102854.17,31410.83,23756.07,55166.9,32470.94,14993.36,10975.9,58440.2,18325.08,17923.88,8165.01,44413.98,102854.17,17451.92,7922.37,6036.55,31410.83,9801.24,9587.2,4367.63,23756.07,55166.9,2010-12-01
2010,November,52011.22,41771.79,93783.02,28009.18,22363.45,50372.63,30387.2,12321.1,9302.92,52011.22,16639.24,17235.71,7896.85,41771.79,93783.02,16363.44,6585.17,5060.57,28009.18,8907.77,9227.62,4228.06,22363.45,50372.63,2010-11-01
2010,October,50682.61,44332.12,95014.73,27273.54,23757.67,51031.2,30165.26,11399.12,9118.23,50682.61,17774.26,18354.78,8203.08,44332.12,95014.73,16231.93,6156.45,4885.16,27273.54,9524.82,9836.47,4396.38,23757.67,51031.2,2010-10-01
2010,September,48924.76,42482.82,91407.59,26393.0,22787.88,49180.89,29526.28,10573.05,8825.43,48924.76,16929.37,17309.97,8243.48,42482.82,91407.59,15927.57,5723.66,4741.78,26393.0,9080.54,9285.21,4422.14,22787.88,49180.89,2010-09-01
2010,August,50499.04,44995.25,95494.29,27340.79,24205.16,51545.95,29995.54,11502.93,9000.56,50499.04,18076.53,18717.69,8201.04,44995.25,95494.29,16239.23,6235.46,4866.1,27340.79,9723.81,10069.27,4412.08,24205.16,51545.95,2010-08-01
2010,July,51283.7,45754.82,97038.52,27781.87,24691.42,52473.29,30895.62,11459.87,8928.21,51283.7,18642.72,18880.84,8231.26,45754.82,97038.52,16736.31,6235.24,4810.33,27781.87,10060.01,10189.08,4442.32,24691.42,52473.29,2010-07-01
2010,June,49860.47,44101.64,93962.11,26997.7,23790.11,50787.81,29696.0,11214.65,8949.81,49860.47,17793.3,18192.67,8115.66,44101.64,93962.11,16078.63,6085.14,4833.93,26997.7,9597.95,9813.93,4378.24,23790.11,50787.8,2010-06-01
2010,May,51718.05,45259.38,96977.42,27947.45,24438.88,52386.34,30939.14,11748.8,9030.11,51718.05,18782.0,18334.9,8142.47,45259.38,96977.42,16718.18,6365.47,4863.81,27947.45,10141.33,9900.48,4397.08,24438.88,52386.34,2010-05-01
2010,April,49234.41,43619.69,92854.09,26612.24,23584.54,50196.79,29268.08,11015.12,8951.21,49234.41,18126.47,17590.26,7902.96,43619.69,92854.09,15819.31,5975.98,4816.95,26612.24,9800.27,9510.91,4273.37,23584.54,50196.79,2010-04-01
2010,March,50461.34,43619.83,94081.16,27289.84,23614.5,50904.34,30129.72,11247.29,9084.33,50461.34,18153.48,17846.49,7619.85,43619.83,94081.16,16293.64,6081.41,4914.8,27289.84,9827.31,9661.67,4125.51,23614.5,50904.34,2010-03-01
2010,February,46614.12,39391.18,86005.3,25268.42,21316.71,46585.13,27850.88,10584.59,8178.64,46614.12,16182.2,16027.75,7181.23,39391.18,86005.3,15096.64,5770.2,4401.59,25268.42,8756.67,8673.58,3886.46,21316.71,46585.13,2010-02-01
2010,January,48804.88,39765.86,88570.73,26420.85,21535.25,47956.1,29870.79,10551.47,8382.62,48804.88,16427.36,16162.66,7175.84,39765.86,88570.74,16170.04,5744.79,4506.03,26420.86,8895.85,8753.0,3886.4,21535.25,47956.11,2010-01-01
2009,December,56615.44,42162.91,98778.36,30927.94,22845.9,53773.84,31809.86,14543.81,10261.76,56615.44,17378.49,16865.76,7918.66,42162.91,98778.35,17379.29,7793.63,5755.01,30927.94,9415.9,9138.7,4291.3,22845.9,53773.84,2009-12-01
2009,November,50257.07,39872.64,90129.72,27524.54,21619.92,49144.46,29753.21,11767.96,8735.91,50257.08,16034.12,16119.56,7718.96,39872.64,90129.72,16297.11,6397.53,4829.89,27524.54,8693.54,8740.44,4185.95,21619.92,49144.46,2009-11-01
2009,October,49870.07,42476.04,92346.11,27211.7,23073.56,50285.26,30095.62,11140.24,8634.22,49870.08,17329.38,16985.94,8160.71,42476.04,92346.11,16423.78,6092.53,4695.39,27211.7,9412.95,9227.01,4433.6,23073.56,50285.26,2009-10-01
2009,September,47514.62,40837.28,88351.89,25972.4,22205.25,48177.65,29034.07,10183.55,8297.0,47514.62,16422.31,16284.69,8130.27,40837.27,88351.89,15872.56,5585.65,4514.2,25972.4,8929.05,8854.8,4421.39,22205.25,48177.65,2009-09-01
2009,August,49856.13,43661.74,93517.88,27189.2,23775.86,50965.06,30046.71,11286.44,8522.99,49856.13,17739.02,17815.75,8106.96,43661.74,93517.88,16388.11,6154.17,4646.92,27189.2,9659.11,9701.53,4415.22,23775.86,50965.06,2009-08-01
2009,July,50226.29,43961.34,94187.63,27379.15,23974.38,51353.53,30641.72,11009.61,8574.96,50226.29,17806.96,18004.91,8149.46,43961.34,94187.63,16705.37,6020.57,4653.21,27379.15,9710.43,9819.02,4444.93,23974.38,51353.53,2009-07-01
2009,June,48935.08,42996.16,91931.25,26550.0,23467.14,50017.14,29431.24,10968.71,8535.14,48935.09,17360.46,17527.3,8108.4,42996.16,91931.25,15970.07,5971.91,4608.02,26550.0,9474.66,9566.35,4426.13,23467.14,50017.14,2009-06-01
2009,May,50824.38,44670.96,95495.34,27541.21,24396.54,51937.75,30829.36,11567.63,8427.41,50824.39,18481.08,18130.32,8059.55,44670.96,95495.34,16708.19,6287.59,4545.43,27541.21,10092.59,9901.69,4402.26,24396.54,51937.75,2009-05-01
2009,April,48003.07,41936.4,89939.48,25928.59,22915.22,48843.8,29264.78,10674.71,8063.59,48003.08,17211.04,17070.6,7654.76,41936.4,89939.48,15809.17,5773.0,4346.41,25928.59,9403.99,9327.87,4183.36,22915.22,48843.8,2009-04-01
2009,March,47772.88,42451.01,90223.89,25646.53,23268.34,48914.87,28931.13,10795.45,8046.3,47772.88,17872.88,17241.99,7336.13,42451.01,90223.89,15533.41,5815.73,4297.39,25646.53,9795.9,9450.74,4021.71,23268.34,48914.87,2009-03-01
2009,February,44712.04,38922.22,83634.26,23862.76,21357.97,45220.73,26994.95,10183.52,7533.58,44712.04,16363.08,15609.55,6949.58,38922.21,83634.26,14408.97,5467.39,3986.41,23862.76,8978.41,8565.52,3814.04,21357.97,45220.73,2009-02-01
2009,January,48316.64,40361.54,88678.19,25627.53,22212.72,47840.25,30200.02,10414.22,7702.41,48316.65,17175.02,16010.87,7175.65,40361.54,88678.19,16020.33,5560.47,4046.74,25627.53,9451.56,8811.5,3949.67,22212.72,47840.25,2009-01-01
2008,December,54726.71,42220.46,96947.17,29180.39,23299.64,52480.03,31150.2,14270.48,9306.03,54726.71,17839.41,16742.03,7639.01,42220.45,96947.17,16607.18,7478.73,5094.48,29180.39,9843.36,9240.15,4216.12,23299.63,52480.02,2008-12-01
2008,November,50406.08,40784.96,91191.03,26827.18,22573.01,49400.2,30205.54,11928.37,8272.16,50406.08,16738.25,16287.43,7759.28,40784.95,91191.03,16073.92,6314.4,4438.85,26827.18,9262.67,9015.44,4294.9,22573.01,49400.19,2008-11-01
2008,October,50143.2,43045.61,93188.81,26617.53,23906.01,50523.55,30150.41,10834.56,9158.24,50143.21,17322.72,17316.82,8406.07,43045.61,93188.81,16002.66,5765.39,4849.49,26617.53,9619.03,9618.14,4668.84,23906.01,50523.54,2008-10-01
2008,September,48405.48,41744.29,90149.77,25816.27,23296.44,49112.71,29012.41,10176.35,9216.73,48405.48,16769.72,16368.94,8605.62,41744.28,90149.77,15471.27,5458.64,4886.36,25816.27,9357.4,9136.04,4803.0,23296.44,49112.71,2008-09-01
2008,August,51999.56,45473.82,97473.38,27907.99,25513.66,53421.65,30828.21,11532.69,9638.66,51999.56,18737.45,18104.8,8631.56,45473.82,97473.38,16543.24,6200.41,5164.35,27907.99,10511.35,10158.98,4843.33,25513.66,53421.65,2008-08-01
2008,July,51913.52,44701.65,96615.17,28052.14,25160.05,53212.2,30833.36,11191.22,9888.95,51913.52,18209.37,17895.79,8596.49,44701.65,96615.17,16659.02,6077.82,5315.29,28052.14,10247.54,10073.58,4838.94,25160.05,53212.19,2008-07-01
2008,June,50562.02,43843.43,94405.45,27656.87,24833.21,52490.08,29597.58,11301.51,9662.94,50562.02,17978.38,17327.27,8537.77,43843.43,94405.45,16187.43,6198.12,5271.32,27656.87,10181.59,9815.29,4836.32,24833.21,52490.08,2008-06-01
2008,May,52749.2,45597.09,98346.29,29031.36,25952.99,54984.36,31229.6,11728.28,9791.32,52749.2,19088.35,17898.92,8609.82,45597.09,98346.28,17185.46,6479.01,5366.89,29031.36,10863.14,10188.78,4901.07,25952.99,54984.35,2008-05-01
2008,April,48147.17,42481.59,90628.76,26625.75,24280.02,50905.77,28731.58,10318.85,9096.73,48147.17,17602.0,16731.58,8148.0,42481.58,90628.75,15886.71,5723.59,5015.45,26625.75,10058.82,9563.79,4657.41,24280.02,50905.77,2008-04-01
2008,March,50050.71,43104.04,93154.75,28030.45,24699.07,52729.52,29914.43,10906.54,9229.74,50050.71,18337.3,16900.88,7865.86,43104.04,93154.75,16751.11,6119.66,5159.67,28030.44,10505.93,9685.38,4507.75,24699.06,52729.51,2008-03-01
2008,February,46829.27,40185.1,87014.36,26210.44,23098.1,49308.54,28043.49,10123.1,8662.68,46829.27,17026.65,15667.7,7490.75,40185.09,87014.36,15693.95,5689.18,4827.31,26210.44,9785.36,9006.61,4306.12,23098.1,49308.54,2008-02-01
2008,January,47994.55,39643.91,87638.46,26907.35,22874.26,49781.61,29449.82,9786.9,8757.83,47994.55,16637.27,15496.31,7510.33,39643.9,87638.45,16508.39,5517.46,4881.5,26907.34,9598.19,8942.18,4333.88,22874.25,49781.59,2008-01-01
2007,December,56320.32,43440.43,99760.75,32015.59,25170.77,57186.36,31562.03,14300.6,10457.69,56320.32,18740.69,16674.04,8025.71,43440.43,99760.75,17937.4,8014.02,6064.17,32015.59,10857.45,9662.07,4651.25,25170.77,57186.36,2007-12-01
2007,November,50373.22,40575.76,90948.98,28699.68,23553.34,52253.03,29691.93,11393.47,9287.82,50373.22,16875.93,15831.02,7868.8,40575.76,90948.98,16912.74,6444.41,5342.54,28699.68,9794.76,9190.14,4568.45,23553.34,52253.03,2007-11-01
2007,October,48018.39,42067.64,90086.03,27413.21,24486.91,51900.13,28912.16,10138.05,8968.19,48018.39,17384.84,16544.34,8138.46,42067.64,90086.03,16501.78,5802.29,5109.13,27413.21,10118.04,9630.8,4738.07,24486.91,51900.13,2007-10-01
2007,September,46545.07,41153.94,87699.02,26721.18,24008.98,50730.16,28372.55,9753.7,8418.82,46545.07,17049.97,16015.11,8088.86,41153.94,87699.02,16284.65,5631.84,4804.69,26721.18,9945.49,9343.71,4719.79,24008.98,50730.16,2007-09-01
2007,August,49037.05,43788.14,92825.2,28300.42,25674.75,53975.16,29535.53,10640.51,8861.02,49037.05,18336.53,17466.84,7984.77,43788.14,92825.19,17041.64,6147.88,5110.9,28300.42,10749.96,10242.15,4682.64,25674.75,53975.16,2007-08-01
2007,July,48281.25,43350.02,91631.27,27964.53,25519.2,53483.73,29325.02,10287.68,8668.55,48281.25,18050.01,17232.56,8067.46,43350.02,91631.27,16981.09,5991.19,4992.25,27964.53,10624.17,10145.05,4749.97,25519.2,53483.73,2007-07-01
2007,June,48293.04,43311.53,91604.57,28034.14,25619.97,53654.12,29098.2,10485.66,8709.18,48293.05,18213.64,17039.06,8058.82,43311.53,91604.58,16887.56,6115.81,5030.77,28034.14,10772.39,10079.71,4767.88,25619.97,53654.12,2007-06-01
2007,May,49217.07,43019.67,92236.73,28658.39,25534.25,54192.64,29755.67,10477.04,8984.36,49217.07,18186.66,16853.93,7979.08,43019.67,92236.73,17322.24,6119.29,5216.86,28658.39,10793.17,10004.24,4736.84,25534.25,54192.64,2007-05-01
2007,April,45877.94,40933.3,86811.24,26890.44,24356.18,51246.62,27675.06,9818.16,8384.72,45877.94,17517.43,15762.0,7653.88,40933.3,86811.25,16217.38,5767.84,4905.22,26890.44,10421.8,9379.3,4555.08,24356.18,51246.62,2007-04-01
2007,March,47605.98,42569.04,90175.02,27938.95,25409.28,53348.23,28855.82,10162.77,8587.38,47605.98,18518.94,16515.05,7535.04,42569.04,90175.02,16930.91,5972.75,5035.29,27938.95,11052.35,9858.38,4498.55,25409.28,53348.23,2007-03-01
2007,February,43137.86,37301.48,80439.34,25389.9,22283.98,47673.88,26298.6,9030.96,7808.29,43137.86,16218.1,14134.55,6948.83,37301.48,80439.34,15475.09,5335.8,4579.01,25389.9,9687.39,8444.54,4152.06,22283.98,47673.88,2007-02-01
2007,January,45174.34,37879.09,83053.43,26794.28,22711.25,49505.53,28079.76,9178.4,7916.17,45174.34,16431.56,14473.42,6974.11,37879.09,83053.43,16651.06,5467.5,4675.72,26794.28,9850.55,8678.4,4182.3,22711.25,49505.53,2007-01-01
2006,December,53431.8,42129.62,95561.42,32069.95,25379.96,57449.91,30467.32,13157.76,9806.72,53431.8,18464.37,15924.37,7740.88,42129.62,95561.42,18285.92,7777.58,6006.45,32069.95,11123.91,9592.38,4663.67,25379.96,57449.91,2006-12-01
2006,November,47127.01,37971.3,85098.31,28285.79,22942.96,51228.75,28294.69,10259.79,8572.53,47127.01,15936.17,14691.39,7343.74,37971.3,85098.31,16981.95,6103.73,5200.12,28285.79,9629.36,8876.01,4437.59,22942.96,51228.75,2006-11-01
2006,October,45551.51,39817.29,85368.8,27228.06,24118.16,51346.22,27728.36,9340.47,8482.67,45551.51,16600.48,15580.13,7636.67,39817.29,85368.8,16573.81,5601.18,5053.08,27228.06,10055.71,9436.36,4626.09,24118.16,51346.22,2006-10-01
2006,September,44532.55,39479.48,84012.02,26756.13,23985.11,50741.23,27291.02,8943.13,8298.4,44532.55,16522.03,15313.09,7644.35,39479.48,84012.02,16396.44,5399.92,4959.77,26756.13,10038.14,9302.38,4644.59,23985.11,50741.23,2006-09-01
2006,August,46763.01,41184.99,87948.0,28241.74,25058.76,53300.5,28339.16,9435.39,8988.47,46763.02,17071.31,16339.53,7774.15,41184.99,87948.0,17114.34,5710.44,5416.97,28241.74,10387.4,9940.79,4730.56,25058.76,53300.5,2006-08-01
2006,July,46403.66,40888.5,87292.17,28097.47,24940.65,53038.12,28351.02,9338.09,8714.55,46403.66,16908.32,16281.11,7699.07,40888.5,87292.17,17165.95,5680.82,5250.7,28097.47,10313.99,9930.05,4696.61,24940.65,53038.12,2006-07-01
2006,June,45877.19,40295.98,86173.17,27836.5,24640.92,52477.43,27804.71,9354.13,8718.35,45877.19,16634.84,15996.34,7664.8,40295.98,86173.17,16870.2,5688.7,5277.6,27836.5,10172.63,9780.86,4687.43,24640.92,52477.43,2006-06-01
2006,May,46704.68,40468.17,87172.86,28382.9,24808.49,53191.39,28365.85,9451.14,8887.7,46704.68,16781.98,16029.72,7656.47,40468.17,87172.86,17237.57,5765.43,5379.9,28382.9,10288.44,9825.93,4694.12,24808.49,53191.39,2006-05-01
2006,April,44427.37,39195.18,83622.55,27055.34,24113.05,51168.39,26935.95,9168.29,8323.12,44427.37,16324.13,15495.64,7375.4,39195.18,83622.55,16402.83,5587.76,5064.75,27055.34,10043.13,9532.13,4537.79,24113.05,51168.39,2006-04-01
2006,March,44838.62,39817.33,84655.95,27192.19,24545.38,51737.57,27410.36,8925.66,8502.61,44838.62,16677.9,15949.4,7190.03,39817.33,84655.95,16622.29,5419.63,5150.27,27192.19,10281.55,9831.12,4432.71,24545.38,51737.57,2006-03-01
2006,February,41016.03,35478.48,76494.52,24835.25,21915.06,46750.32,25092.44,8251.15,7672.44,41016.03,14897.44,13934.08,6646.97,35478.48,76494.52,15192.94,5021.67,4620.65,24835.25,9202.56,8606.31,4106.19,21915.06,46750.32,2006-02-01
2006,January,42609.71,36348.55,78958.27,25693.5,22521.03,48214.53,26517.14,8248.92,7843.65,42609.71,15369.1,14338.81,6640.64,36348.55,78958.27,15989.16,5003.89,4700.45,25693.5,9522.9,8883.32,4114.81,22521.03,48214.53,2006-01-01
