Year,Month,Food at home sales million nominal U.S. dollars with taxes and tips,Food away from home sales million nominal U.S. dollars with taxes and tips,Total food sales million nominal U.S. dollars with taxes and tips,Food at home sales million constant 1988 U.S. dollars with taxes and tips,Food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips_x,Grocery stores sales million nominal U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million nominal U.S. dollars with taxes and tips,Other food at home sales million nominal U.S. dollars with taxes and tips,Total food at home sales million nominal U.S. dollars with taxes and tips,Full-service restaurants sales million nominal U.S. dollars with taxes and tips,Limited-service restaurants sales million nominal U.S. dollars with taxes and tips,Other food away from home sales million nominal U.S. dollars with taxes and tips,Total food away from home sales million nominal U.S. dollars with taxes and tips,Total nominal U.S. dollars food sales with taxes and tips,Grocery stores sales million constant 1988 U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million constant 1988 U.S. dollars with taxes and tips,Other food at home sales million constant 1988 U.S. dollars with taxes and tips,Total food at home sales million constant 1988 U.S. dollars with taxes and tips,Full-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Limited-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Other food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips_y,Date
2005,December,51265.67,39044.9,90310.58,31185.88,24270.08,55455.96,29617.95,11816.63,9831.09,51265.67,16402.49,15284.67,7357.74,39044.9,90310.58,18015.11,7084.47,6086.3,31185.88,10195.23,9500.73,4574.13,24270.08,55455.96,2005-12-01
2005,November,45007.79,36051.45,81059.24,27479.44,22455.2,49934.63,27145.71,9390.16,8471.92,45007.79,14745.91,14248.05,7057.49,36051.45,81059.24,16571.88,5699.27,5208.29,27479.44,9184.3,8874.49,4396.4,22455.19,49934.63,2005-11-01
2005,October,44383.02,37852.28,82235.3,27126.39,23625.18,50751.57,26925.54,8739.35,8718.13,44383.02,15629.99,14821.05,7401.24,37852.28,82235.3,16454.71,5359.63,5312.05,27126.39,9754.88,9250.31,4619.99,23625.18,50751.56,2005-10-01
2005,September,43176.98,36779.91,79956.89,26500.38,23026.65,49527.03,26582.32,8071.18,8523.48,43176.98,15044.56,14327.23,7408.13,36779.91,79956.89,16313.36,4994.38,5192.64,26500.38,9418.46,8969.66,4638.53,23026.65,49527.03,2005-09-01
2005,August,44208.09,38645.21,82853.3,27204.83,24244.29,51449.12,27166.47,8515.55,8526.08,44208.1,15884.68,15444.07,7316.46,38645.21,82853.31,16715.83,5252.47,5236.53,27204.84,9964.89,9688.79,4590.61,24244.29,51449.12,2005-08-01
2005,July,44347.86,39285.79,83633.66,27247.71,24722.54,51970.24,27675.0,8548.51,8124.35,44347.86,16135.31,15898.3,7252.18,39285.79,83633.66,17001.82,5278.7,4967.18,27247.71,10153.48,10004.66,4564.39,24722.53,51970.24,2005-07-01
2005,June,43425.41,37840.86,81266.28,26737.3,23862.55,50599.84,26939.63,8431.46,8054.32,43425.41,15453.72,15208.61,7178.53,37840.86,81266.28,16585.01,5200.43,4951.86,26737.3,9744.71,9590.46,4527.38,23862.55,50599.84,2005-06-01
2005,May,43836.21,38102.1,81938.31,26862.58,24102.14,50964.72,27309.54,8468.5,8058.17,43836.21,15743.54,15265.92,7092.65,38102.11,81938.31,16733.22,5212.13,4917.23,26862.58,9958.39,9656.58,4487.16,24102.14,50964.72,2005-05-01
2005,April,41869.89,37378.07,79247.96,25725.22,23705.68,49430.9,26007.07,7965.31,7897.51,41869.89,15449.03,14937.74,6991.31,37378.07,79247.97,15977.15,4896.27,4851.81,25725.22,9797.53,9473.58,4434.55,23705.67,49430.9,2005-04-01
2005,March,43172.02,36620.95,79792.97,26764.99,23273.97,50038.96,26978.17,8045.1,8148.75,43172.02,15339.8,14589.77,6691.39,36620.95,79792.98,16723.52,4990.34,5051.13,26764.99,9748.56,9272.21,4253.2,23273.96,50038.95,2005-03-01
2005,February,38731.16,33418.23,72149.38,24024.6,21271.81,45296.41,24221.28,7261.46,7248.42,38731.16,14151.42,13013.48,6253.33,33418.23,72149.39,15022.54,4513.07,4488.99,24024.6,9007.44,8283.4,3980.97,21271.81,45296.4,2005-02-01
2005,January,40937.11,33494.39,74431.5,25271.94,21387.34,46659.28,26285.06,7295.04,7357.01,40937.11,14090.55,13065.57,6338.28,33494.4,74431.5,16224.86,4517.41,4529.66,25271.94,8996.9,8342.71,4047.73,21387.33,46659.28,2005-01-01
2004,December,48269.58,36644.27,84913.84,29865.04,23507.72,53372.77,28358.6,10501.43,9409.55,48269.58,15151.33,14229.9,7263.03,36644.27,84913.84,17543.18,6389.91,5931.95,29865.04,9719.23,9128.64,4659.85,23507.72,53372.77,2004-12-01
2004,November,42400.99,33847.98,76248.97,26289.86,21748.23,48038.09,26036.48,8248.98,8115.54,42400.99,13796.48,13051.79,6999.71,33847.98,76248.97,16140.92,5096.07,5052.87,26289.86,8864.13,8386.12,4497.98,21748.23,48038.09,2004-11-01
2004,October,41751.41,35999.58,77750.99,25914.66,23155.12,49069.77,25997.18,7648.34,8105.89,41751.41,14825.9,13840.28,7333.4,35999.58,77750.99,16133.71,4761.53,5019.41,25914.65,9535.59,8902.13,4717.4,23155.12,49069.77,2004-10-01
2004,September,40167.03,34339.57,74506.6,25172.38,22145.86,47318.24,25536.02,6943.88,7687.13,40167.03,14086.75,13151.51,7101.33,34339.58,74506.61,16000.8,4371.62,4799.97,25172.38,9084.16,8481.5,4580.19,22145.86,47318.24,2004-09-01
2004,August,40997.13,36269.7,77266.83,25610.03,23452.68,49062.71,25674.66,7465.8,7856.66,40997.13,14900.77,14199.06,7169.86,36269.7,77266.83,16035.97,4671.47,4902.58,25610.03,9634.61,9181.38,4636.7,23452.69,49062.72,2004-08-01
2004,July,42138.7,37282.5,79421.2,26266.87,24184.6,50451.47,26796.43,7476.03,7866.23,42138.69,15319.08,14702.79,7260.63,37282.5,79421.19,16700.83,4680.82,4885.22,26266.87,9936.72,9537.48,4710.4,24184.6,50451.47,2004-07-01
2004,June,40530.02,35455.91,75985.92,25304.68,23098.11,48402.8,25508.58,7275.91,7745.52,40530.02,14412.38,13872.15,7171.38,35455.91,75985.93,15923.71,4564.24,4816.73,25304.68,9388.59,9037.15,4672.38,23098.12,48402.8,2004-06-01
2004,May,41984.56,36048.93,78033.5,26240.92,23522.18,49763.1,26531.74,7665.8,7787.02,41984.56,14812.53,14093.17,7143.23,36048.93,78033.5,16580.17,4808.01,4852.73,26240.91,9664.76,9195.89,4661.53,23522.18,49763.1,2004-05-01
2004,April,39958.45,34605.58,74564.03,25313.71,22641.02,47954.73,25255.76,7098.11,7604.58,39958.45,14052.53,13707.67,6845.39,34605.59,74564.03,15997.11,4496.98,4819.62,25313.71,9193.5,8968.36,4479.16,22641.02,47954.73,2004-04-01
2004,March,39871.13,34784.18,74655.3,25230.98,22806.86,48037.84,25268.36,6965.6,7637.16,39871.13,14413.78,13639.82,6730.58,34784.18,74655.3,15987.72,4412.66,4830.6,25230.98,9450.14,8943.18,4413.54,22806.87,48037.85,2004-03-01
2004,February,37601.7,32232.23,69833.93,23833.65,21167.81,45001.46,23774.4,6652.49,7174.8,37601.7,13580.07,12290.02,6362.14,32232.24,69833.93,15067.0,4235.14,4531.52,23833.65,8917.94,8071.2,4178.68,21167.81,45001.46,2004-02-01
2004,January,39547.52,32030.77,71578.3,25067.01,21103.77,46170.77,25772.53,6557.04,7217.95,39547.52,13598.05,12148.16,6284.57,32030.78,71578.29,16333.31,4183.04,4550.65,25067.0,8958.72,8003.92,4141.13,21103.77,46170.77,2004-01-01
2003,December,44563.13,33621.41,78184.54,28232.8,22223.81,50456.61,26643.5,9234.34,8685.29,44563.13,13845.23,13040.76,6735.43,33621.41,78184.53,16875.16,5769.5,5588.15,28232.8,9151.49,8620.16,4452.15,22223.81,50456.61,2003-12-01
2003,November,40217.45,32196.0,72413.45,25717.08,21339.5,47056.59,25295.52,7515.32,7406.6,40217.45,13215.92,12430.32,6549.76,32196.0,72413.45,16170.71,4801.64,4744.73,25717.08,8759.29,8239.01,4341.2,21339.5,47056.59,2003-11-01
2003,October,39560.23,33527.94,73088.17,25422.26,22282.93,47705.2,25242.1,6680.22,7637.9,39560.23,13693.22,13034.6,6800.12,33527.94,73088.17,16216.58,4306.99,4898.69,25422.26,9100.4,8663.1,4519.44,22282.93,47705.2,2003-10-01
2003,September,37744.3,31922.31,69666.61,24443.86,21273.84,45717.71,24386.73,6140.13,7217.44,37744.3,13087.44,12122.54,6712.33,31922.31,69666.61,15788.84,4003.96,4651.06,24443.86,8721.59,8078.96,4473.29,21273.85,45717.71,2003-09-01
2003,August,40202.9,35497.43,75700.33,26094.05,23682.31,49776.36,25745.84,6970.14,7486.93,40202.9,14923.38,13532.18,7041.86,35497.43,75700.33,16705.88,4535.08,4853.09,26094.05,9955.97,9028.28,4698.05,23682.3,49776.35,2003-08-01
2003,July,39882.07,34405.74,74287.81,26001.56,22991.75,48993.32,26070.03,6531.01,7281.02,39882.07,14194.49,13333.15,6878.1,34405.74,74287.81,16991.89,4276.1,4733.58,26001.56,9485.28,8910.13,4596.34,22991.75,48993.32,2003-07-01
2003,June,38301.95,33469.9,71771.86,24971.39,22415.56,47386.95,24751.73,6482.49,7067.73,38301.95,13773.65,12941.24,6755.01,33469.91,71771.86,16132.65,4242.61,4596.13,24971.39,9224.31,8667.25,4524.01,22415.56,47386.95,2003-06-01
2003,May,40091.98,34387.58,74479.56,26300.13,23080.91,49381.04,26116.03,6659.49,7316.46,40091.98,14296.41,13303.4,6787.78,34387.58,74479.56,17127.18,4380.14,4792.81,26300.13,9595.5,8929.44,4555.98,23080.91,49381.04,2003-05-01
2003,April,37798.99,31616.06,69415.05,24865.86,21267.54,46133.4,24557.36,6142.05,7099.58,37798.99,12916.79,12337.99,6361.29,31616.06,69415.05,16150.4,4042.39,4673.07,24865.86,8688.67,8299.73,4279.14,21267.53,46133.39,2003-04-01
2003,March,38462.74,32420.19,70882.94,25245.56,21820.51,47066.07,24806.63,6272.11,7384.01,38462.74,13458.31,12566.77,6395.11,32420.19,70882.94,16277.61,4123.77,4844.17,25245.56,9057.94,8458.3,4304.27,21820.51,47066.07,2003-03-01
2003,February,35335.12,28760.56,64095.68,23205.76,19389.52,42595.28,22846.61,5653.44,6835.07,35335.12,11958.11,10871.91,5930.54,28760.56,64095.68,14999.93,3724.41,4481.42,23205.76,8061.61,7329.7,3998.22,19389.52,42595.27,2003-02-01
2003,January,37513.23,29299.46,66812.69,24761.67,19840.67,44602.34,24940.17,5580.82,6992.24,37513.23,12225.55,11092.49,5981.41,29299.46,66812.69,16457.85,3698.98,4604.84,24761.67,8278.56,7511.66,4050.45,19840.67,44602.34,2003-01-01
2002,December,42464.04,31628.23,74092.27,28118.15,21390.96,49509.11,25886.84,8196.62,8380.59,42464.04,13208.72,11963.56,6455.95,31628.23,74092.27,17141.38,5369.79,5606.98,28118.15,8933.03,8091.26,4366.67,21390.96,49509.11,2002-12-01
2002,November,39073.24,30235.79,69309.03,25961.33,20483.34,46444.67,25103.56,6648.08,7321.6,39073.24,12442.86,11450.31,6342.62,30235.79,69309.03,16679.55,4427.64,4854.14,25961.33,8429.13,7757.05,4297.16,20483.34,46444.67,2002-11-01
2002,October,37632.63,30893.88,68526.52,25061.28,20952.47,46013.75,24480.65,5811.47,7340.51,37632.63,12607.79,11763.79,6522.3,30893.88,68526.52,16302.83,3885.75,4872.7,25061.28,8550.36,7978.3,4423.81,20952.47,46013.75,2002-10-01
2002,September,35787.06,30162.41,65949.47,23818.63,20502.04,44320.67,23527.35,5364.35,6895.36,35787.06,12207.64,11500.51,6454.27,30162.41,65949.47,15659.04,3594.75,4564.84,23818.63,8297.46,7817.15,4387.43,20502.04,44320.67,2002-09-01
2002,August,38578.67,33151.36,71730.03,25720.67,22584.1,48304.77,25275.8,5995.74,7307.13,38578.67,13741.42,12733.95,6675.99,33151.36,71730.03,16851.61,4003.51,4865.54,25720.67,9360.86,8674.91,4548.33,22584.1,48304.77,2002-08-01
2002,July,38061.45,32291.31,70352.77,25332.38,22035.18,47367.56,25131.03,5701.98,7228.45,38061.45,13222.07,12485.01,6584.23,32291.31,70352.77,16726.4,3816.1,4789.88,25332.38,9022.22,8519.61,4493.35,22035.18,47367.56,2002-07-01
2002,June,37336.98,32009.23,69346.21,24878.6,21879.46,46758.06,24450.21,5865.04,7021.74,37336.98,13096.72,12279.09,6633.42,32009.23,69346.21,16291.86,3919.53,4667.21,24878.6,8951.73,8393.21,4534.53,21879.46,46758.06,2002-06-01
2002,May,38856.4,32145.94,71002.34,25817.27,22047.13,47864.4,25603.22,5907.48,7345.7,38856.4,13268.44,12314.95,6562.55,32145.94,71002.34,17011.54,3923.24,4882.48,25817.27,9099.73,8446.15,4501.25,22047.13,47864.4,2002-05-01
2002,April,35535.63,30585.34,66120.96,23490.39,21024.16,44514.54,23283.08,5338.24,6914.3,35535.63,12545.55,11810.92,6228.87,30585.34,66120.96,15391.05,3510.6,4588.74,23490.39,8623.39,8118.75,4282.02,21024.16,44514.54,2002-04-01
2002,March,37912.51,31216.18,69128.69,25075.81,21469.91,46545.72,25268.38,5627.2,7016.93,37912.51,13075.26,12000.44,6140.48,31216.18,69128.69,16712.88,3711.68,4651.24,25075.81,8992.57,8253.69,4223.66,21469.91,46545.72,2002-03-01
2002,February,33687.45,27946.89,61634.34,22319.29,19232.22,41551.5,22563.65,4918.92,6204.88,33687.45,11749.5,10533.42,5663.97,27946.89,61634.34,14949.37,3258.09,4111.82,22319.29,8085.33,7248.79,3898.09,19232.22,41551.5,2002-02-01
2002,January,35620.32,28082.4,63702.72,23573.1,19391.2,42964.3,24378.93,4832.83,6408.56,35620.32,11848.37,10492.45,5741.58,28082.4,63702.72,16133.74,3198.03,4241.33,23573.1,8181.1,7245.15,3964.95,19391.2,42964.3,2002-01-01
2001,December,42159.65,30674.92,72834.57,28139.21,21225.14,49364.36,26892.79,7487.2,7779.66,42159.65,12907.12,11665.01,6102.8,30674.92,72834.57,17948.18,4933.11,5257.92,28139.21,8931.04,8071.41,4222.69,21225.14,49364.36,2001-12-01
2001,November,37890.88,28571.0,66461.88,25290.05,19791.85,45081.9,25096.4,5853.81,6940.66,37890.88,11598.68,10990.63,5981.69,28571.0,66461.88,16749.27,3889.04,4651.74,25290.05,8034.8,7613.44,4143.61,19791.85,45081.9,2001-11-01
2001,October,36828.62,29478.15,66306.77,24510.89,20443.52,44954.41,24688.98,5141.33,6998.31,36828.62,11929.42,11290.47,6258.27,29478.15,66306.77,16430.34,3455.21,4625.35,24510.89,8273.33,7830.05,4340.14,20443.52,44954.41,2001-10-01
2001,September,35935.67,28825.45,64761.12,24040.09,20047.94,44088.04,24351.08,4822.17,6762.42,35935.67,11688.53,10905.69,6231.23,28825.45,64761.12,16289.15,3258.11,4492.83,24040.09,8129.41,7584.8,4333.73,20047.94,44088.04,2001-09-01
2001,August,37814.94,31682.29,69497.23,25311.81,22085.32,47397.13,25357.3,5194.81,7262.83,37814.94,13151.86,12064.11,6466.33,31682.29,69497.23,16971.97,3485.93,4853.91,25311.81,9168.1,8409.68,4507.53,22085.32,47397.13,2001-08-01
2001,July,36964.18,31036.47,68000.65,24785.02,21709.68,46494.7,24996.23,4940.31,7027.64,36964.18,12708.96,11970.99,6356.52,31036.47,68000.65,16759.17,3331.3,4694.55,24785.02,8889.89,8373.52,4446.26,21709.68,46494.7,2001-07-01
2001,June,37058.88,30955.08,68013.96,24934.55,21715.11,46649.66,24906.52,5017.43,7134.93,37058.88,12596.0,11854.33,6504.75,30955.08,68013.96,16756.84,3387.86,4789.86,24934.55,8836.25,8315.8,4563.05,21715.11,46649.66,2001-06-01
2001,May,37868.93,30640.94,68509.87,25553.31,21556.83,47110.14,25532.23,4984.2,7352.5,37868.93,12428.18,11776.55,6436.21,30640.94,68509.88,17227.51,3364.73,4961.07,25553.31,8743.72,8285.11,4528.01,21556.83,47110.14,2001-05-01
2001,April,35561.35,28965.16,64526.51,24079.8,20425.07,44504.88,23855.45,4680.58,7025.32,35561.35,11696.6,11207.58,6060.99,28965.16,64526.52,16152.21,3158.4,4769.19,24079.8,8248.07,7903.08,4273.91,20425.07,44504.88,2001-04-01
2001,March,36456.29,29929.7,66385.99,24714.5,21154.22,45868.72,24732.34,4576.91,7147.05,36456.29,12293.11,11635.33,6001.25,29929.7,66385.99,16765.41,3104.68,4844.41,24714.5,8688.84,8223.76,4241.61,21154.22,45868.72,2001-03-01
2001,February,32983.29,26699.99,59683.27,22386.11,18926.39,41312.5,22361.82,4028.67,6592.8,32983.29,11007.84,10132.05,5560.1,26699.99,59683.28,15176.15,2739.92,4470.04,22386.11,7803.05,7182.1,3941.24,18926.39,41312.5,2001-02-01
2001,January,34704.89,26931.77,61636.66,23623.33,19135.24,42758.58,23665.57,4135.75,6903.57,34704.89,11057.57,10164.8,5709.4,26931.77,61636.66,16107.83,2818.14,4697.37,23623.33,7856.6,7222.13,4056.52,19135.24,42758.58,2001-01-01
2000,December,41249.27,29009.47,70258.73,28265.7,20687.15,48952.85,26633.65,6311.61,8304.0,41249.27,11834.03,11023.59,6151.86,29009.47,70258.73,18248.4,4237.12,5780.18,28265.7,8438.87,7861.02,4387.26,20687.15,48952.85,2000-12-01
2000,November,36397.61,27571.05,63968.66,25148.0,19707.54,44855.55,24204.25,4901.86,7291.49,36397.61,11167.62,10504.21,5899.23,27571.05,63968.66,16721.41,3360.49,5066.11,25148.0,7982.34,7508.23,4216.97,19707.54,44855.55,2000-11-01
2000,October,35167.97,28926.35,64094.32,24255.31,20688.43,44943.75,23628.15,4372.99,7166.83,35167.97,11922.71,10894.77,6108.87,28926.35,64094.32,16294.45,3061.77,4899.09,24255.31,8527.07,7791.97,4369.4,20688.44,44943.75,2000-10-01
2000,September,34841.88,28690.92,63532.8,24044.63,20556.26,44600.89,23727.25,4137.93,6976.7,34841.88,11739.79,10822.17,6128.95,28690.92,63532.8,16372.47,2896.82,4775.34,24044.63,8411.06,7753.71,4391.49,20556.26,44600.89,2000-09-01
2000,August,35841.72,29792.33,65634.05,24749.27,21408.36,46157.63,24393.58,4364.26,7083.88,35841.72,12047.82,11447.89,6296.62,29792.33,65634.05,16842.22,3033.97,4873.08,24749.27,8657.21,8226.21,4524.94,21408.36,46157.63,2000-08-01
2000,July,35788.01,30050.31,65838.32,24800.28,21644.82,46445.1,24609.52,4244.45,6934.04,35788.01,12210.19,11540.93,6299.19,30050.31,65838.32,17051.89,2971.44,4776.95,24800.28,8794.65,8312.68,4537.5,21644.82,46445.1,2000-07-01
2000,June,35502.83,29565.99,65068.82,24749.71,21359.13,46108.84,24138.44,4309.86,7054.53,35502.83,11801.32,11482.65,6282.02,29565.99,65068.82,16825.45,3023.77,4900.49,24749.71,8525.35,8295.23,4538.55,21359.13,46108.84,2000-06-01
2000,May,35514.36,29276.43,64790.8,24728.2,21187.65,45915.84,24290.04,4206.42,7017.9,35514.36,11871.51,11272.03,6132.89,29276.43,64790.8,16910.91,2921.73,4895.56,24728.2,8591.35,8157.59,4438.71,21187.65,45915.84,2000-05-01
2000,April,34074.71,28393.29,62468.0,23868.28,20572.96,44441.23,23490.59,3918.39,6665.73,34074.71,11667.16,10887.61,5838.52,28393.29,62468.0,16452.55,2724.13,4691.6,23868.28,8453.51,7888.76,4230.69,20572.96,44441.24,2000-04-01
2000,March,34594.65,28679.63,63274.28,24247.04,20805.19,45052.23,23647.38,3975.49,6971.78,34594.65,11903.97,10911.12,5864.54,28679.63,63274.28,16572.32,2786.2,4888.53,24247.04,8635.36,7915.21,4254.61,20805.19,45052.23,2000-03-01
2000,February,31729.7,26327.67,58057.37,22252.4,19133.18,41385.58,21649.88,3494.26,6585.56,31729.7,10928.7,9892.81,5506.17,26327.67,58057.37,15181.57,2458.27,4612.56,22252.4,7942.07,7189.35,4001.76,19133.18,41385.58,2000-02-01
2000,January,31962.86,25514.63,57477.48,22415.91,18586.67,41002.59,22257.04,3397.02,6308.8,31962.86,10470.97,9696.5,5347.16,25514.63,57477.48,15607.33,2382.49,4426.09,22415.91,7627.64,7063.55,3895.49,18586.67,41002.59,2000-01-01
1999,December,40263.52,27511.19,67774.71,28389.6,20092.27,48481.87,26784.21,5602.41,7876.89,40263.52,11235.57,10768.89,5506.72,27511.19,67774.71,18884.19,3905.34,5600.07,28389.6,8205.49,7864.85,4021.93,20092.27,48481.87,1999-12-01
1999,November,34179.58,25940.98,60120.55,24143.63,18979.63,43123.27,23391.09,4111.57,6676.92,34179.58,10716.43,10090.87,5133.68,25940.98,60120.55,16521.84,2899.84,4721.96,24143.63,7840.45,7382.95,3756.23,18979.63,43123.27,1999-11-01
1999,October,33975.56,27526.75,61502.31,23999.52,20176.21,44175.73,23709.01,3730.47,6536.08,33975.56,11566.69,10700.78,5259.27,27526.75,61502.31,16746.39,2663.57,4589.55,23999.52,8477.81,7843.32,3855.09,20176.21,44175.73,1999-10-01
1999,September,33334.45,26040.08,59374.53,23632.54,19132.58,42765.12,23476.37,3499.76,6358.32,33334.45,10780.41,10038.24,5221.43,26040.08,59374.53,16642.55,2508.66,4481.33,23632.54,7920.56,7375.45,3836.57,19132.58,42765.12,1999-09-01
1999,August,33813.15,27575.9,61389.05,24030.35,20285.46,44315.82,23715.74,3649.78,6447.63,33813.15,11431.58,10718.33,5426.0,27575.9,61389.05,16853.23,2608.97,4568.16,24030.35,8409.13,7884.64,3991.7,20285.47,44315.82,1999-08-01
1999,July,34908.82,28039.04,62947.86,24869.64,20688.63,45558.27,24930.56,3580.64,6397.63,34908.82,11569.4,11005.22,5464.41,28039.04,62947.86,17759.81,2569.05,4540.78,24869.64,8536.29,8120.21,4032.13,20688.63,45558.27,1999-07-01
1999,June,33371.66,27000.51,60372.16,23774.54,19982.86,43757.41,23434.47,3615.44,6321.74,33371.66,11053.49,10549.08,5397.93,27000.51,60372.16,16694.04,2587.73,4492.77,23774.54,8180.41,7807.28,3995.17,19982.86,43757.41,1999-06-01
1999,May,34271.98,27447.36,61719.34,24386.15,20313.57,44699.73,24301.46,3597.16,6373.36,34271.98,11292.52,10869.0,5285.84,27447.36,61719.34,17290.53,2550.16,4545.46,24386.15,8357.3,8044.05,3912.22,20313.57,44699.73,1999-05-01
1999,April,32492.09,26319.66,58811.75,23176.23,19490.81,42667.05,22970.69,3274.99,6246.41,32492.09,11022.73,10260.12,5036.81,26319.66,58811.75,16383.67,2317.03,4475.54,23176.23,8162.6,7598.04,3730.17,19490.81,42667.05,1999-04-01
1999,March,32974.88,25850.55,58825.43,23535.0,19178.4,42713.4,23346.95,3335.87,6292.06,32974.88,10824.7,10090.87,4934.98,25850.55,58825.43,16662.23,2368.77,4503.99,23535.0,8030.6,7486.36,3661.44,19178.4,42713.4,1999-03-01
1999,February,29634.78,23667.63,53302.41,21099.44,17601.78,38701.21,21074.39,2880.01,5680.38,29634.79,9911.28,9141.44,4614.91,23667.63,53302.41,15003.63,2039.16,4056.65,21099.44,7370.91,6798.54,3432.32,17601.78,38701.21,1999-02-01
1999,January,31416.61,23820.46,55237.06,22299.99,17747.94,40047.94,22647.53,2968.46,5800.61,31416.61,9975.5,9248.76,4596.2,23820.46,55237.06,16074.53,2117.6,4107.86,22299.99,7432.28,6890.98,3424.68,17747.94,40047.94,1999-01-01
1998,December,36784.93,25938.42,62723.35,26389.35,19381.53,45770.88,25187.35,4441.54,7156.05,36784.93,10868.61,10174.4,4895.4,25938.42,62723.35,18068.21,3113.75,5207.39,26389.35,8120.95,7602.55,3658.03,19381.53,45770.88,1998-12-01
1998,November,32376.12,24478.38,56854.5,23240.78,18335.56,41576.34,22698.8,3483.17,6194.16,32376.12,10210.16,9647.59,4620.63,24478.38,56854.5,16293.06,2493.38,4454.34,23240.78,7647.73,7226.63,3461.2,18335.56,41576.34,1998-11-01
1998,October,32726.56,26172.46,58899.02,23492.34,19640.75,43133.09,23329.22,3138.72,6258.62,32726.56,10988.33,10387.81,4796.31,26172.46,58899.02,16745.58,2282.78,4463.98,23492.34,8245.82,7795.49,3599.45,19640.75,43133.09,1998-10-01
1998,September,31238.89,24860.14,56099.03,22605.28,18678.96,41284.23,22418.61,2885.09,5935.19,31238.89,10343.25,9787.8,4729.1,24860.14,56099.03,16221.72,2121.39,4262.17,22605.28,7771.31,7354.27,3553.38,18678.96,41284.24,1998-09-01
1998,August,32453.15,26549.22,59002.37,23454.85,20022.18,43477.03,23333.74,3034.68,6084.73,32453.15,11041.7,10587.81,4919.71,26549.22,59002.37,16862.97,2204.42,4387.46,23454.85,8326.9,7984.94,3710.34,20022.18,43477.03,1998-08-01
1998,July,33131.73,26469.79,59601.52,24034.63,20011.84,44046.47,23971.7,2957.37,6202.66,33131.73,10951.93,10557.92,4959.94,26469.79,59601.52,17388.65,2167.79,4478.19,24034.63,8279.72,7982.16,3749.97,20011.84,44046.47,1998-07-01
1998,June,31684.14,25880.12,57564.26,23027.47,19614.74,42642.2,22576.78,2988.59,6118.77,31684.14,10722.5,10230.08,4927.54,25880.12,57564.26,16407.42,2187.89,4432.16,23027.46,8126.44,7753.55,3734.75,19614.74,42642.2,1998-06-01
1998,May,32653.27,26445.89,59099.16,23702.28,20056.03,43758.31,23511.49,3018.99,6122.79,32653.27,10944.19,10677.51,4824.19,26445.89,59099.16,17065.44,2182.23,4454.61,23702.28,8299.63,8097.7,3658.69,20056.03,43758.31,1998-05-01
1998,April,31116.51,24711.92,55828.43,22657.27,18787.81,41445.09,22283.79,2810.45,6022.27,31116.51,10302.18,9845.53,4564.21,24711.92,55828.43,16224.81,2032.24,4400.22,22657.27,7832.26,7485.39,3470.17,18787.81,41445.09,1998-04-01
1998,March,30671.49,24639.52,55311.0,22333.23,18767.91,41101.14,22039.0,2682.36,5950.13,30671.49,10451.13,9721.82,4466.57,24639.52,55311.0,16046.58,1949.95,4336.7,22333.23,7960.41,7405.2,3402.31,18767.91,41101.15,1998-03-01
1998,February,28064.53,22345.57,50410.09,20460.54,17052.6,37513.14,20115.34,2363.54,5585.65,28064.53,9546.85,8585.72,4213.01,22345.57,50410.09,14664.27,1716.49,4079.77,20460.54,7285.3,6552.11,3215.19,17052.61,37513.14,1998-02-01
1998,January,30342.99,22686.14,53029.13,21984.26,17356.0,39340.26,22173.07,2434.47,5735.45,30342.99,9576.7,8878.51,4230.93,22686.14,53029.13,16063.98,1776.51,4143.77,21984.26,7326.45,6792.58,3236.98,17356.0,39340.26,1998-01-01
1997,December,34847.12,24091.97,58939.09,25531.38,18458.56,43989.94,24050.48,3680.84,7115.8,34847.12,10230.63,9365.25,4496.09,24091.97,58939.09,17620.21,2625.28,5285.88,25531.38,7838.48,7175.19,3444.9,18458.56,43989.94,1997-12-01
1997,November,31623.79,23049.3,54673.09,23184.31,17704.23,40888.54,22568.0,2863.82,6191.97,31623.79,9733.14,9010.91,4305.25,23049.3,54673.09,16544.49,2081.42,4558.4,23184.3,7476.12,6921.12,3306.99,17704.23,40888.54,1997-11-01
1997,October,31674.05,24415.42,56089.48,23235.76,18800.98,42036.73,22785.41,2603.77,6284.87,31674.05,10394.29,9546.54,4474.6,24415.42,56089.48,16714.38,1935.15,4586.23,23235.76,8004.14,7351.07,3445.77,18800.98,42036.73,1997-10-01
1997,September,30239.88,23738.73,53978.61,22239.61,18326.23,40565.84,21893.8,2331.0,6015.08,30239.88,10083.46,9197.35,4457.92,23738.73,53978.61,16100.84,1740.79,4397.98,22239.61,7784.47,7100.14,3441.62,18326.23,40565.84,1997-09-01
