Year,Month,Grocery stores sales million nominal U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million nominal U.S. dollars with taxes and tips,Other food at home sales million nominal U.S. dollars with taxes and tips,Total food at home sales million nominal U.S. dollars with taxes and tips,Full-service restaurants sales million nominal U.S. dollars with taxes and tips,Limited-service restaurants sales million nominal U.S. dollars with taxes and tips,Other food away from home sales million nominal U.S. dollars with taxes and tips,Total food away from home sales million nominal U.S. dollars with taxes and tips,Total nominal U.S. dollars food sales with taxes and tips,Grocery stores sales million constant 1988 U.S. dollars with taxes and tips,Warehouse clubs and supercenters sales million constant 1988 U.S. dollars with taxes and tips,Other food at home sales million constant 1988 U.S. dollars with taxes and tips,Total food at home sales million constant 1988 U.S. dollars with taxes and tips,Full-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Limited-service restaurants sales million constant 1988 U.S. dollars with taxes and tips,Other food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food away from home sales million constant 1988 U.S. dollars with taxes and tips,Total food sales million constant 1988 U.S. dollars with taxes and tips
2012,November,"32,480.94","15,556.97","10,311.04","58,348.94","19,414.15","19,146.13","9,187.46","47,747.74","106,096.68","16,304.19","7,766.69","5,219.03","29,289.91","9,851.27","9,715.92","4,662.65","24,229.84","53,519.76"
2012,October,"32,125.68","14,144.55","10,429.79","56,700.02","19,571.93","19,804.03","9,442.94","48,818.90","105,518.92","16,114.70","7,117.57","5,210.21","28,442.48","9,943.60","10,062.19","4,798.21","24,804.00","53,246.48"
2012,September,"31,463.05","13,576.42","9,894.20","54,933.67","19,474.60","19,184.76","9,438.12","48,097.48","103,031.15","15,839.62","6,857.44","4,959.42","27,656.48","9,901.46","9,754.75","4,799.30","24,455.51","52,111.99"
2012,August,"32,781.87","14,725.06","10,425.85","57,932.78","20,484.25","20,668.71","9,512.20","50,665.15","108,597.94","16,496.93","7,402.64","5,255.11","29,154.68","10,436.92","10,531.62","4,847.27","25,815.80","54,970.48"
2012,July,"32,415.89","14,107.95","10,021.87","56,545.70","20,440.60","20,528.77","9,289.02","50,258.39","106,804.09","16,341.11","7,141.27","5,023.71","28,506.09","10,446.14","10,491.91","4,747.85","25,685.90","54,192.00"
2012,June,"32,221.46","14,399.41","10,042.30","56,663.18","20,566.31","20,414.94","9,447.71","50,428.96","107,092.14","16,228.44","7,269.33","5,041.76","28,539.52","10,532.40","10,455.58","4,839.07","25,827.05","54,366.57"
2012,May,"33,052.07","14,543.12","10,564.60","58,159.79","20,881.17","20,396.15","9,533.80","50,811.12","108,970.91","16,646.56","7,347.08","5,299.30","29,292.94","10,719.65","10,471.36","4,895.05","26,086.06","55,379.00"
2012,April,"31,237.17","13,847.73","10,141.59","55,226.50","20,237.37","19,484.48","9,124.46","48,846.31","104,072.80","15,719.38","6,988.78","5,084.22","27,792.38","10,414.03","10,027.27","4,696.10","25,137.40","52,929.79"
2012,March,"32,337.26","14,457.92","10,504.60","57,299.78","21,339.69","20,327.22","9,056.64","50,723.55","108,023.33","16,296.05","7,286.46","5,294.12","28,876.63","11,010.21","10,488.54","4,673.51","26,172.26","55,048.88"
2012,February,"30,218.57","13,698.57","9,626.67","53,543.80","19,134.50","18,279.36","8,487.98","45,901.84","99,445.65","15,241.73","6,927.52","4,838.23","27,007.47","9,892.14","9,450.69","4,388.78","23,731.61","50,739.08"
2012,January,"31,148.53","12,881.64","9,501.63","53,531.81","18,619.92","17,750.94","8,267.51","44,638.38","98,170.19","15,675.93","6,521.26","4,744.32","26,941.52","9,639.82","9,190.55","4,280.87","23,111.24","50,052.76"
2011,December,"33,791.44","15,627.67","11,550.87","60,969.98","20,140.82","19,098.35","8,636.14","47,875.31","108,845.29","17,134.62","7,801.32","5,985.56","30,921.50","10,465.44","9,923.72","4,487.93","24,877.08","55,798.59"
2011,November,"31,803.54","12,794.95","10,165.64","54,764.13","17,862.98","18,068.30","8,440.43","44,371.71","99,135.84","16,168.94","6,467.29","5,210.81","27,847.04","9,297.27","9,404.09","4,393.49","23,094.85","50,941.89"
2011,October,"31,511.84","11,946.12","9,963.23","53,421.18","19,198.72","18,983.32","8,771.92","46,953.96","100,375.15","15,963.84","6,074.07","5,029.95","27,067.87","10,017.62","9,905.18","4,577.53","24,500.33","51,568.20"
2011,September,"30,875.13","11,290.57","9,747.83","51,913.54","18,702.48","18,434.31","8,817.15","45,953.94","97,867.48","15,672.41","5,754.60","4,929.28","26,356.29","9,776.57","9,636.34","4,609.55","24,022.46","50,378.75"
2011,August,"31,889.25","12,038.96","10,108.93","54,037.14","19,352.02","19,529.20","8,805.47","47,686.68","101,723.83","16,285.36","6,155.72","5,159.76","27,600.83","10,138.69","10,231.47","4,613.74","24,983.90","52,584.73"
2011,July,"32,366.06","12,039.69","9,950.29","54,356.04","19,947.63","19,756.12","8,874.22","48,577.97","102,934.00","16,635.43","6,220.20","5,087.10","27,942.73","10,492.84","10,392.06","4,668.50","25,553.39","53,496.13"
2011,June,"31,486.63","11,788.93","10,074.49","53,350.04","19,149.53","19,190.38","8,906.37","47,246.28","100,596.32","16,276.90","6,099.77","5,207.33","27,583.99","10,094.08","10,115.56","4,695.18","24,904.82","52,488.82"
2011,May,"31,784.10","12,049.60","10,151.90","53,985.59","19,739.41","19,405.80","8,813.01","47,958.21","101,943.81","16,447.59","6,259.47","5,234.27","27,941.33","10,431.91","10,255.57","4,657.99","25,345.47","53,286.80"
2011,April,"31,356.26","11,723.73","9,909.12","52,989.12","19,070.45","18,813.91","8,561.04","46,445.39","99,434.52","16,307.46","6,111.74","5,143.74","27,562.94","10,096.74","9,960.87","4,533.06","24,590.66","52,153.61"
2011,March,"31,045.11","11,572.82","9,891.72","52,509.66","19,317.87","19,063.84","8,240.60","46,622.31","99,131.97","16,203.67","6,052.72","5,155.32","27,411.71","10,263.42","10,128.41","4,378.63","24,770.46","52,182.17"
2011,February,"28,439.23","10,784.94","8,899.57","48,123.74","17,183.67","16,945.17","7,613.39","41,742.23","89,865.97","14,990.42","5,706.44","4,673.82","25,370.68","9,156.53","9,029.41","4,057.31","22,243.25","47,613.93"
2011,January,"30,611.52","10,716.36","8,967.05","50,294.93","17,113.82","16,759.03","7,594.50","41,467.34","91,762.27","16,225.28","5,717.40","4,720.28","26,662.96","9,136.30","8,946.85","4,054.78","22,137.93","48,800.89"
2010,December,"32,470.94","14,993.36","10,975.90","58,440.20","18,325.08","17,923.88","8,165.01","44,413.98","102,854.17","17,451.92","7,922.37","6,036.55","31,410.83","9,801.24","9,587.20","4,367.63","23,756.07","55,166.90"
2010,November,"30,387.20","12,321.10","9,302.92","52,011.22","16,639.24","17,235.71","7,896.85","41,771.79","93,783.02","16,363.44","6,585.17","5,060.57","28,009.18","8,907.77","9,227.62","4,228.06","22,363.45","50,372.63"
2010,October,"30,165.26","11,399.12","9,118.23","50,682.61","17,774.26","18,354.78","8,203.08","44,332.12","95,014.73","16,231.93","6,156.45","4,885.16","27,273.54","9,524.82","9,836.47","4,396.38","23,757.67","51,031.20"
2010,September,"29,526.28","10,573.05","8,825.43","48,924.76","16,929.37","17,309.97","8,243.48","42,482.82","91,407.59","15,927.57","5,723.66","4,741.78","26,393.00","9,080.54","9,285.21","4,422.14","22,787.88","49,180.89"
2010,August,"29,995.54","11,502.93","9,000.56","50,499.04","18,076.53","18,717.69","8,201.04","44,995.25","95,494.29","16,239.23","6,235.46","4,866.10","27,340.79","9,723.81","10,069.27","4,412.08","24,205.16","51,545.95"
2010,July,"30,895.62","11,459.87","8,928.21","51,283.70","18,642.72","18,880.84","8,231.26","45,754.82","97,038.52","16,736.31","6,235.24","4,810.33","27,781.87","10,060.01","10,189.08","4,442.32","24,691.42","52,473.29"
2010,June,"29,696.00","11,214.65","8,949.81","49,860.47","17,793.30","18,192.67","8,115.66","44,101.64","93,962.11","16,078.63","6,085.14","4,833.93","26,997.70","9,597.95","9,813.93","4,378.24","23,790.11","50,787.80"
2010,May,"30,939.14","11,748.80","9,030.11","51,718.05","18,782.00","18,334.90","8,142.47","45,259.38","96,977.42","16,718.18","6,365.47","4,863.81","27,947.45","10,141.33","9,900.48","4,397.08","24,438.88","52,386.34"
2010,April,"29,268.08","11,015.12","8,951.21","49,234.41","18,126.47","17,590.26","7,902.96","43,619.69","92,854.09","15,819.31","5,975.98","4,816.95","26,612.24","9,800.27","9,510.91","4,273.37","23,584.54","50,196.79"
2010,March,"30,129.72","11,247.29","9,084.33","50,461.34","18,153.48","17,846.49","7,619.85","43,619.83","94,081.16","16,293.64","6,081.41","4,914.80","27,289.84","9,827.31","9,661.67","4,125.51","23,614.50","50,904.34"
2010,February,"27,850.88","10,584.59","8,178.64","46,614.12","16,182.20","16,027.75","7,181.23","39,391.18","86,005.30","15,096.64","5,770.20","4,401.59","25,268.42","8,756.67","8,673.58","3,886.46","21,316.71","46,585.13"
2010,January,"29,870.79","10,551.47","8,382.62","48,804.88","16,427.36","16,162.66","7,175.84","39,765.86","88,570.74","16,170.04","5,744.79","4,506.03","26,420.86","8,895.85","8,753.00","3,886.40","21,535.25","47,956.11"
2009,December,"31,809.86","14,543.81","10,261.76","56,615.44","17,378.49","16,865.76","7,918.66","42,162.91","98,778.35","17,379.29","7,793.63","5,755.01","30,927.94","9,415.90","9,138.70","4,291.30","22,845.90","53,773.84"
2009,November,"29,753.21","11,767.96","8,735.91","50,257.08","16,034.12","16,119.56","7,718.96","39,872.64","90,129.72","16,297.11","6,397.53","4,829.89","27,524.54","8,693.54","8,740.44","4,185.95","21,619.92","49,144.46"
2009,October,"30,095.62","11,140.24","8,634.22","49,870.08","17,329.38","16,985.94","8,160.71","42,476.04","92,346.11","16,423.78","6,092.53","4,695.39","27,211.70","9,412.95","9,227.01","4,433.60","23,073.56","50,285.26"
2009,September,"29,034.07","10,183.55","8,297.00","47,514.62","16,422.31","16,284.69","8,130.27","40,837.27","88,351.89","15,872.56","5,585.65","4,514.20","25,972.40","8,929.05","8,854.80","4,421.39","22,205.25","48,177.65"
2009,August,"30,046.71","11,286.44","8,522.99","49,856.13","17,739.02","17,815.75","8,106.96","43,661.74","93,517.88","16,388.11","6,154.17","4,646.92","27,189.20","9,659.11","9,701.53","4,415.22","23,775.86","50,965.06"
2009,July,"30,641.72","11,009.61","8,574.96","50,226.29","17,806.96","18,004.91","8,149.46","43,961.34","94,187.63","16,705.37","6,020.57","4,653.21","27,379.15","9,710.43","9,819.02","4,444.93","23,974.38","51,353.53"
2009,June,"29,431.24","10,968.71","8,535.14","48,935.09","17,360.46","17,527.30","8,108.40","42,996.16","91,931.25","15,970.07","5,971.91","4,608.02","26,550.00","9,474.66","9,566.35","4,426.13","23,467.14","50,017.14"
2009,May,"30,829.36","11,567.63","8,427.41","50,824.39","18,481.08","18,130.32","8,059.55","44,670.96","95,495.34","16,708.19","6,287.59","4,545.43","27,541.21","10,092.59","9,901.69","4,402.26","24,396.54","51,937.75"
2009,April,"29,264.78","10,674.71","8,063.59","48,003.08","17,211.04","17,070.60","7,654.76","41,936.40","89,939.48","15,809.17","5,773.00","4,346.41","25,928.59","9,403.99","9,327.87","4,183.36","22,915.22","48,843.80"
2009,March,"28,931.13","10,795.45","8,046.30","47,772.88","17,872.88","17,241.99","7,336.13","42,451.01","90,223.89","15,533.41","5,815.73","4,297.39","25,646.53","9,795.90","9,450.74","4,021.71","23,268.34","48,914.87"
2009,February,"26,994.95","10,183.52","7,533.58","44,712.04","16,363.08","15,609.55","6,949.58","38,922.21","83,634.26","14,408.97","5,467.39","3,986.41","23,862.76","8,978.41","8,565.52","3,814.04","21,357.97","45,220.73"
2009,January,"30,200.02","10,414.22","7,702.41","48,316.65","17,175.02","16,010.87","7,175.65","40,361.54","88,678.19","16,020.33","5,560.47","4,046.74","25,627.53","9,451.56","8,811.50","3,949.67","22,212.72","47,840.25"
2008,December,"31,150.20","14,270.48","9,306.03","54,726.71","17,839.41","16,742.03","7,639.01","42,220.45","96,947.17","16,607.18","7,478.73","5,094.48","29,180.39","9,843.36","9,240.15","4,216.12","23,299.63","52,480.02"
2008,November,"30,205.54","11,928.37","8,272.16","50,406.08","16,738.25","16,287.43","7,759.28","40,784.95","91,191.03","16,073.92","6,314.40","4,438.85","26,827.18","9,262.67","9,015.44","4,294.90","22,573.01","49,400.19"
2008,October,"30,150.41","10,834.56","9,158.24","50,143.21","17,322.72","17,316.82","8,406.07","43,045.61","93,188.81","16,002.66","5,765.39","4,849.49","26,617.53","9,619.03","9,618.14","4,668.84","23,906.01","50,523.54"
2008,September,"29,012.41","10,176.35","9,216.73","48,405.48","16,769.72","16,368.94","8,605.62","41,744.28","90,149.77","15,471.27","5,458.64","4,886.36","25,816.27","9,357.40","9,136.04","4,803.00","23,296.44","49,112.71"
2008,August,"30,828.21","11,532.69","9,638.66","51,999.56","18,737.45","18,104.80","8,631.56","45,473.82","97,473.38","16,543.24","6,200.41","5,164.35","27,907.99","10,511.35","10,158.98","4,843.33","25,513.66","53,421.65"
2008,July,"30,833.36","11,191.22","9,888.95","51,913.52","18,209.37","17,895.79","8,596.49","44,701.65","96,615.17","16,659.02","6,077.82","5,315.29","28,052.14","10,247.54","10,073.58","4,838.94","25,160.05","53,212.19"
2008,June,"29,597.58","11,301.51","9,662.94","50,562.02","17,978.38","17,327.27","8,537.77","43,843.43","94,405.45","16,187.43","6,198.12","5,271.32","27,656.87","10,181.59","9,815.29","4,836.32","24,833.21","52,490.08"
2008,May,"31,229.60","11,728.28","9,791.32","52,749.20","19,088.35","17,898.92","8,609.82","45,597.09","98,346.28","17,185.46","6,479.01","5,366.89","29,031.36","10,863.14","10,188.78","4,901.07","25,952.99","54,984.35"
2008,April,"28,731.58","10,318.85","9,096.73","48,147.17","17,602.00","16,731.58","8,148.00","42,481.58","90,628.75","15,886.71","5,723.59","5,015.45","26,625.75","10,058.82","9,563.79","4,657.41","24,280.02","50,905.77"
2008,March,"29,914.43","10,906.54","9,229.74","50,050.71","18,337.30","16,900.88","7,865.86","43,104.04","93,154.75","16,751.11","6,119.66","5,159.67","28,030.44","10,505.93","9,685.38","4,507.75","24,699.06","52,729.51"
2008,February,"28,043.49","10,123.10","8,662.68","46,829.27","17,026.65","15,667.70","7,490.75","40,185.09","87,014.36","15,693.95","5,689.18","4,827.31","26,210.44","9,785.36","9,006.61","4,306.12","23,098.10","49,308.54"
2008,January,"29,449.82","9,786.90","8,757.83","47,994.55","16,637.27","15,496.31","7,510.33","39,643.90","87,638.45","16,508.39","5,517.46","4,881.50","26,907.34","9,598.19","8,942.18","4,333.88","22,874.25","49,781.59"
2007,December,"31,562.03","14,300.60","10,457.69","56,320.32","18,740.69","16,674.04","8,025.71","43,440.43","99,760.75","17,937.40","8,014.02","6,064.17","32,015.59","10,857.45","9,662.07","4,651.25","25,170.77","57,186.36"
2007,November,"29,691.93","11,393.47","9,287.82","50,373.22","16,875.93","15,831.02","7,868.80","40,575.76","90,948.98","16,912.74","6,444.41","5,342.54","28,699.68","9,794.76","9,190.14","4,568.45","23,553.34","52,253.03"
2007,October,"28,912.16","10,138.05","8,968.19","48,018.39","17,384.84","16,544.34","8,138.46","42,067.64","90,086.03","16,501.78","5,802.29","5,109.13","27,413.21","10,118.04","9,630.80","4,738.07","24,486.91","51,900.13"
2007,September,"28,372.55","9,753.70","8,418.82","46,545.07","17,049.97","16,015.11","8,088.86","41,153.94","87,699.02","16,284.65","5,631.84","4,804.69","26,721.18","9,945.49","9,343.71","4,719.79","24,008.98","50,730.16"
2007,August,"29,535.53","10,640.51","8,861.02","49,037.05","18,336.53","17,466.84","7,984.77","43,788.14","92,825.19","17,041.64","6,147.88","5,110.90","28,300.42","10,749.96","10,242.15","4,682.64","25,674.75","53,975.16"
2007,July,"29,325.02","10,287.68","8,668.55","48,281.25","18,050.01","17,232.56","8,067.46","43,350.02","91,631.27","16,981.09","5,991.19","4,992.25","27,964.53","10,624.17","10,145.05","4,749.97","25,519.20","53,483.73"
2007,June,"29,098.20","10,485.66","8,709.18","48,293.05","18,213.64","17,039.06","8,058.82","43,311.53","91,604.58","16,887.56","6,115.81","5,030.77","28,034.14","10,772.39","10,079.71","4,767.88","25,619.97","53,654.12"
2007,May,"29,755.67","10,477.04","8,984.36","49,217.07","18,186.66","16,853.93","7,979.08","43,019.67","92,236.73","17,322.24","6,119.29","5,216.86","28,658.39","10,793.17","10,004.24","4,736.84","25,534.25","54,192.64"
2007,April,"27,675.06","9,818.16","8,384.72","45,877.94","17,517.43","15,762.00","7,653.88","40,933.30","86,811.25","16,217.38","5,767.84","4,905.22","26,890.44","10,421.80","9,379.30","4,555.08","24,356.18","51,246.62"
2007,March,"28,855.82","10,162.77","8,587.38","47,605.98","18,518.94","16,515.05","7,535.04","42,569.04","90,175.02","16,930.91","5,972.75","5,035.29","27,938.95","11,052.35","9,858.38","4,498.55","25,409.28","53,348.23"
2007,February,"26,298.60","9,030.96","7,808.29","43,137.86","16,218.10","14,134.55","6,948.83","37,301.48","80,439.34","15,475.09","5,335.80","4,579.01","25,389.90","9,687.39","8,444.54","4,152.06","22,283.98","47,673.88"
2007,January,"28,079.76","9,178.40","7,916.17","45,174.34","16,431.56","14,473.42","6,974.11","37,879.09","83,053.43","16,651.06","5,467.50","4,675.72","26,794.28","9,850.55","8,678.40","4,182.30","22,711.25","49,505.53"
2006,December,"30,467.32","13,157.76","9,806.72","53,431.80","18,464.37","15,924.37","7,740.88","42,129.62","95,561.42","18,285.92","7,777.58","6,006.45","32,069.95","11,123.91","9,592.38","4,663.67","25,379.96","57,449.91"
2006,November,"28,294.69","10,259.79","8,572.53","47,127.01","15,936.17","14,691.39","7,343.74","37,971.30","85,098.31","16,981.95","6,103.73","5,200.12","28,285.79","9,629.36","8,876.01","4,437.59","22,942.96","51,228.75"
2006,October,"27,728.36","9,340.47","8,482.67","45,551.51","16,600.48","15,580.13","7,636.67","39,817.29","85,368.80","16,573.81","5,601.18","5,053.08","27,228.06","10,055.71","9,436.36","4,626.09","24,118.16","51,346.22"
2006,September,"27,291.02","8,943.13","8,298.40","44,532.55","16,522.03","15,313.09","7,644.35","39,479.48","84,012.02","16,396.44","5,399.92","4,959.77","26,756.13","10,038.14","9,302.38","4,644.59","23,985.11","50,741.23"
2006,August,"28,339.16","9,435.39","8,988.47","46,763.02","17,071.31","16,339.53","7,774.15","41,184.99","87,948.00","17,114.34","5,710.44","5,416.97","28,241.74","10,387.40","9,940.79","4,730.56","25,058.76","53,300.50"
2006,July,"28,351.02","9,338.09","8,714.55","46,403.66","16,908.32","16,281.11","7,699.07","40,888.50","87,292.17","17,165.95","5,680.82","5,250.70","28,097.47","10,313.99","9,930.05","4,696.61","24,940.65","53,038.12"
2006,June,"27,804.71","9,354.13","8,718.35","45,877.19","16,634.84","15,996.34","7,664.80","40,295.98","86,173.17","16,870.20","5,688.70","5,277.60","27,836.50","10,172.63","9,780.86","4,687.43","24,640.92","52,477.43"
2006,May,"28,365.85","9,451.14","8,887.70","46,704.68","16,781.98","16,029.72","7,656.47","40,468.17","87,172.86","17,237.57","5,765.43","5,379.90","28,382.90","10,288.44","9,825.93","4,694.12","24,808.49","53,191.39"
2006,April,"26,935.95","9,168.29","8,323.12","44,427.37","16,324.13","15,495.64","7,375.40","39,195.18","83,622.55","16,402.83","5,587.76","5,064.75","27,055.34","10,043.13","9,532.13","4,537.79","24,113.05","51,168.39"
2006,March,"27,410.36","8,925.66","8,502.61","44,838.62","16,677.90","15,949.40","7,190.03","39,817.33","84,655.95","16,622.29","5,419.63","5,150.27","27,192.19","10,281.55","9,831.12","4,432.71","24,545.38","51,737.57"
2006,February,"25,092.44","8,251.15","7,672.44","41,016.03","14,897.44","13,934.08","6,646.97","35,478.48","76,494.52","15,192.94","5,021.67","4,620.65","24,835.25","9,202.56","8,606.31","4,106.19","21,915.06","46,750.32"
2006,January,"26,517.14","8,248.92","7,843.65","42,609.71","15,369.10","14,338.81","6,640.64","36,348.55","78,958.27","15,989.16","5,003.89","4,700.45","25,693.50","9,522.90","8,883.32","4,114.81","22,521.03","48,214.53"
2005,December,"29,617.95","11,816.63","9,831.09","51,265.67","16,402.49","15,284.67","7,357.74","39,044.90","90,310.58","18,015.11","7,084.47","6,086.30","31,185.88","10,195.23","9,500.73","4,574.13","24,270.08","55,455.96"
2005,November,"27,145.71","9,390.16","8,471.92","45,007.79","14,745.91","14,248.05","7,057.49","36,051.45","81,059.24","16,571.88","5,699.27","5,208.29","27,479.44","9,184.30","8,874.49","4,396.40","22,455.19","49,934.63"
2005,October,"26,925.54","8,739.35","8,718.13","44,383.02","15,629.99","14,821.05","7,401.24","37,852.28","82,235.30","16,454.71","5,359.63","5,312.05","27,126.39","9,754.88","9,250.31","4,619.99","23,625.18","50,751.56"
2005,September,"26,582.32","8,071.18","8,523.48","43,176.98","15,044.56","14,327.23","7,408.13","36,779.91","79,956.89","16,313.36","4,994.38","5,192.64","26,500.38","9,418.46","8,969.66","4,638.53","23,026.65","49,527.03"
2005,August,"27,166.47","8,515.55","8,526.08","44,208.10","15,884.68","15,444.07","7,316.46","38,645.21","82,853.31","16,715.83","5,252.47","5,236.53","27,204.84","9,964.89","9,688.79","4,590.61","24,244.29","51,449.12"
2005,July,"27,675.00","8,548.51","8,124.35","44,347.86","16,135.31","15,898.30","7,252.18","39,285.79","83,633.66","17,001.82","5,278.70","4,967.18","27,247.71","10,153.48","10,004.66","4,564.39","24,722.53","51,970.24"
2005,June,"26,939.63","8,431.46","8,054.32","43,425.41","15,453.72","15,208.61","7,178.53","37,840.86","81,266.28","16,585.01","5,200.43","4,951.86","26,737.30","9,744.71","9,590.46","4,527.38","23,862.55","50,599.84"
2005,May,"27,309.54","8,468.50","8,058.17","43,836.21","15,743.54","15,265.92","7,092.65","38,102.11","81,938.31","16,733.22","5,212.13","4,917.23","26,862.58","9,958.39","9,656.58","4,487.16","24,102.14","50,964.72"
2005,April,"26,007.07","7,965.31","7,897.51","41,869.89","15,449.03","14,937.74","6,991.31","37,378.07","79,247.97","15,977.15","4,896.27","4,851.81","25,725.22","9,797.53","9,473.58","4,434.55","23,705.67","49,430.90"
2005,March,"26,978.17","8,045.10","8,148.75","43,172.02","15,339.80","14,589.77","6,691.39","36,620.95","79,792.98","16,723.52","4,990.34","5,051.13","26,764.99","9,748.56","9,272.21","4,253.20","23,273.96","50,038.95"
2005,February,"24,221.28","7,261.46","7,248.42","38,731.16","14,151.42","13,013.48","6,253.33","33,418.23","72,149.39","15,022.54","4,513.07","4,488.99","24,024.60","9,007.44","8,283.40","3,980.97","21,271.81","45,296.40"
2005,January,"26,285.06","7,295.04","7,357.01","40,937.11","14,090.55","13,065.57","6,338.28","33,494.40","74,431.50","16,224.86","4,517.41","4,529.66","25,271.94","8,996.90","8,342.71","4,047.73","21,387.33","46,659.28"
2004,December,"28,358.60","10,501.43","9,409.55","48,269.58","15,151.33","14,229.90","7,263.03","36,644.27","84,913.84","17,543.18","6,389.91","5,931.95","29,865.04","9,719.23","9,128.64","4,659.85","23,507.72","53,372.77"
2004,November,"26,036.48","8,248.98","8,115.54","42,400.99","13,796.48","13,051.79","6,999.71","33,847.98","76,248.97","16,140.92","5,096.07","5,052.87","26,289.86","8,864.13","8,386.12","4,497.98","21,748.23","48,038.09"
2004,October,"25,997.18","7,648.34","8,105.89","41,751.41","14,825.90","13,840.28","7,333.40","35,999.58","77,750.99","16,133.71","4,761.53","5,019.41","25,914.65","9,535.59","8,902.13","4,717.40","23,155.12","49,069.77"
2004,September,"25,536.02","6,943.88","7,687.13","40,167.03","14,086.75","13,151.51","7,101.33","34,339.58","74,506.61","16,000.80","4,371.62","4,799.97","25,172.38","9,084.16","8,481.50","4,580.19","22,145.86","47,318.24"
2004,August,"25,674.66","7,465.80","7,856.66","40,997.13","14,900.77","14,199.06","7,169.86","36,269.70","77,266.83","16,035.97","4,671.47","4,902.58","25,610.03","9,634.61","9,181.38","4,636.70","23,452.69","49,062.72"
2004,July,"26,796.43","7,476.03","7,866.23","42,138.69","15,319.08","14,702.79","7,260.63","37,282.50","79,421.19","16,700.83","4,680.82","4,885.22","26,266.87","9,936.72","9,537.48","4,710.40","24,184.60","50,451.47"
2004,June,"25,508.58","7,275.91","7,745.52","40,530.02","14,412.38","13,872.15","7,171.38","35,455.91","75,985.93","15,923.71","4,564.24","4,816.73","25,304.68","9,388.59","9,037.15","4,672.38","23,098.12","48,402.80"
2004,May,"26,531.74","7,665.80","7,787.02","41,984.56","14,812.53","14,093.17","7,143.23","36,048.93","78,033.50","16,580.17","4,808.01","4,852.73","26,240.91","9,664.76","9,195.89","4,661.53","23,522.18","49,763.10"
2004,April,"25,255.76","7,098.11","7,604.58","39,958.45","14,052.53","13,707.67","6,845.39","34,605.59","74,564.03","15,997.11","4,496.98","4,819.62","25,313.71","9,193.50","8,968.36","4,479.16","22,641.02","47,954.73"
2004,March,"25,268.36","6,965.60","7,637.16","39,871.13","14,413.78","13,639.82","6,730.58","34,784.18","74,655.30","15,987.72","4,412.66","4,830.60","25,230.98","9,450.14","8,943.18","4,413.54","22,806.87","48,037.85"
2004,February,"23,774.40","6,652.49","7,174.80","37,601.70","13,580.07","12,290.02","6,362.14","32,232.24","69,833.93","15,067.00","4,235.14","4,531.52","23,833.65","8,917.94","8,071.20","4,178.68","21,167.81","45,001.46"
2004,January,"25,772.53","6,557.04","7,217.95","39,547.52","13,598.05","12,148.16","6,284.57","32,030.78","71,578.29","16,333.31","4,183.04","4,550.65","25,067.00","8,958.72","8,003.92","4,141.13","21,103.77","46,170.77"
2003,December,"26,643.50","9,234.34","8,685.29","44,563.13","13,845.23","13,040.76","6,735.43","33,621.41","78,184.53","16,875.16","5,769.50","5,588.15","28,232.80","9,151.49","8,620.16","4,452.15","22,223.81","50,456.61"
2003,November,"25,295.52","7,515.32","7,406.60","40,217.45","13,215.92","12,430.32","6,549.76","32,196.00","72,413.45","16,170.71","4,801.64","4,744.73","25,717.08","8,759.29","8,239.01","4,341.20","21,339.50","47,056.59"
2003,October,"25,242.10","6,680.22","7,637.90","39,560.23","13,693.22","13,034.60","6,800.12","33,527.94","73,088.17","16,216.58","4,306.99","4,898.69","25,422.26","9,100.40","8,663.10","4,519.44","22,282.93","47,705.20"
2003,September,"24,386.73","6,140.13","7,217.44","37,744.30","13,087.44","12,122.54","6,712.33","31,922.31","69,666.61","15,788.84","4,003.96","4,651.06","24,443.86","8,721.59","8,078.96","4,473.29","21,273.85","45,717.71"
2003,August,"25,745.84","6,970.14","7,486.93","40,202.90","14,923.38","13,532.18","7,041.86","35,497.43","75,700.33","16,705.88","4,535.08","4,853.09","26,094.05","9,955.97","9,028.28","4,698.05","23,682.30","49,776.35"
2003,July,"26,070.03","6,531.01","7,281.02","39,882.07","14,194.49","13,333.15","6,878.10","34,405.74","74,287.81","16,991.89","4,276.10","4,733.58","26,001.56","9,485.28","8,910.13","4,596.34","22,991.75","48,993.32"
2003,June,"24,751.73","6,482.49","7,067.73","38,301.95","13,773.65","12,941.24","6,755.01","33,469.91","71,771.86","16,132.65","4,242.61","4,596.13","24,971.39","9,224.31","8,667.25","4,524.01","22,415.56","47,386.95"
2003,May,"26,116.03","6,659.49","7,316.46","40,091.98","14,296.41","13,303.40","6,787.78","34,387.58","74,479.56","17,127.18","4,380.14","4,792.81","26,300.13","9,595.50","8,929.44","4,555.98","23,080.91","49,381.04"
2003,April,"24,557.36","6,142.05","7,099.58","37,798.99","12,916.79","12,337.99","6,361.29","31,616.06","69,415.05","16,150.40","4,042.39","4,673.07","24,865.86","8,688.67","8,299.73","4,279.14","21,267.53","46,133.39"
2003,March,"24,806.63","6,272.11","7,384.01","38,462.74","13,458.31","12,566.77","6,395.11","32,420.19","70,882.94","16,277.61","4,123.77","4,844.17","25,245.56","9,057.94","8,458.30","4,304.27","21,820.51","47,066.07"
