ID,Region,Region or State,Year,Land use,Value,Units,Release date,Source,Price per Acre (USD),Total Land (m²),Price (USD),Price per m² (USD)
15159,Delta States total,Delta States,1945,Miscellaneous other land,8461.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,34240482.46,42305000.0,1.2355258150763802
15160,Delta States,Mississippi,1945,Miscellaneous other land,1826.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7389566.36,9130000.0,1.2355258150763802
15161,Delta States,Arkansas,1945,Miscellaneous other land,1530.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6191695.8,7650000.0,1.2355258150763802
15162,Delta States,Louisiana,1945,Miscellaneous other land,5105.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20659220.3,25525000.0,1.2355258150763802
15163,Southern Plains total,Southern Plains,1945,Miscellaneous other land,3922.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15871784.92,19610000.0,1.2355258150763802
15164,Southern Plains,Oklahoma,1945,Miscellaneous other land,767.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3103941.62,3835000.0,1.2355258150763802
15165,Southern Plains,Texas,1945,Miscellaneous other land,3155.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12767843.3,15775000.0,1.2355258150763802
15166,Mountain total,Mountain,1945,Miscellaneous other land,27849.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,112701004.14,139245000.0,1.2355258150763802
15167,Mountain,Montana,1945,Miscellaneous other land,2595.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10501601.700000001,12975000.0,1.2355258150763802
15168,Mountain,Idaho,1945,Miscellaneous other land,5533.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22391276.38,27665000.0,1.2355258150763804
15169,Mountain,Wyoming,1945,Miscellaneous other land,3848.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,15572317.280000001,19240000.0,1.2355258150763802
15170,Mountain,Colorado,1945,Miscellaneous other land,3092.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12512891.120000001,15460000.0,1.2355258150763802
15171,Mountain,New Mexico,1945,Miscellaneous other land,1805.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7304582.3,9025000.0,1.2355258150763802
15172,Mountain,Arizona,1945,Miscellaneous other land,1769.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7158895.34,8845000.0,1.2355258150763802
15173,Mountain,Utah,1945,Miscellaneous other land,4256.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17223436.16,21280000.0,1.2355258150763802
15174,Mountain,Nevada,1945,Miscellaneous other land,4951.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,20036003.86,24755000.0,1.2355258150763802
15175,Pacific total,Pacific,1945,Miscellaneous other land,14135.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,57202366.1,70675000.0,1.2355258150763802
15176,Pacific,Washington,1945,Miscellaneous other land,903.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3654314.58,4515000.0,1.2355258150763802
15177,Pacific,Oregon,1945,Miscellaneous other land,835.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3379128.1,4175000.0,1.2355258150763802
15178,Pacific,California,1945,Miscellaneous other land,12397.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,50168923.42,61985000.0,1.2355258150763802
15179,48 States,48 States,1945,Miscellaneous other land,93423.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,378069801.78000003,467115000.0,1.2355258150763802
15180,AK and HI,Alaska,1945,Miscellaneous other land,,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,,,
15181,AK and HI,Hawaii,1945,Miscellaneous other land,,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,,,
15182,U.S. total,U.S. total,1945,Miscellaneous other land,93423.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,378069801.78000003,467115000.0,1.2355258150763802
15183,Northeast total,Northeast,1949,Miscellaneous other land,6211.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5500.0,25135047.46,34160500.0,1.359078396584018
15184,Northeast,Maine,1949,Miscellaneous other land,915.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4000.0,3702876.9,3660000.0,0.9884206520611042
15185,Northeast,New Hampshire,1949,Miscellaneous other land,106.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,428967.16000000003,530000.0,1.2355258150763802
15186,Northeast,Vermont,1949,Miscellaneous other land,30.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",4500.0,121405.8,135000.0,1.1119732335687422
15187,Northeast,Massachusetts,1949,Miscellaneous other land,222.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7000.0,898402.92,1554000.0,1.7297361411069323
15188,Northeast,Rhode Island,1949,Miscellaneous other land,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",7500.0,0.0,0.0,
15189,Northeast,Connecticut,1949,Miscellaneous other land,140.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6800.0,566560.4,952000.0,1.680315108503877
15190,Northeast,New York,1949,Miscellaneous other land,3156.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",10000.0,12771890.16,31560000.0,2.4710516301527603
15191,Northeast,New Jersey,1949,Miscellaneous other land,143.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",12000.0,578700.98,1716000.0,2.9652619561833125
15192,Northeast,Pennsylvania,1949,Miscellaneous other land,917.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",6500.0,3710970.62,5960500.0,1.6061835595992942
15193,Northeast,Delaware,1949,Miscellaneous other land,154.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,623216.4400000001,770000.0,1.2355258150763802
15194,Northeast,Maryland,1949,Miscellaneous other land,428.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1732056.08,2140000.0,1.2355258150763802
15195,Northeast,District of Columbia,1949,Miscellaneous other land,0.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,0.0,0.0,
15196,Lake States total,Lake States,1949,Miscellaneous other land,6404.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25916091.44,32020000.0,1.2355258150763802
15197,Lake States,Michigan,1949,Miscellaneous other land,2732.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11056021.52,13660000.0,1.2355258150763802
15198,Lake States,Wisconsin,1949,Miscellaneous other land,590.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2387647.4,2950000.0,1.2355258150763802
15199,Lake States,Minnesota,1949,Miscellaneous other land,3082.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12472422.52,15410000.0,1.2355258150763802
15200,Corn Belt total,Corn Belt,1949,Miscellaneous other land,12902.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,52212587.72,64510000.0,1.2355258150763802
15201,Corn Belt,Ohio,1949,Miscellaneous other land,2915.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11796596.9,14575000.0,1.2355258150763802
15202,Corn Belt,Indiana,1949,Miscellaneous other land,2893.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11707565.98,14465000.0,1.2355258150763802
15203,Corn Belt,Illinois,1949,Miscellaneous other land,2947.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,11926096.42,14735000.0,1.2355258150763802
15204,Corn Belt,Iowa,1949,Miscellaneous other land,1737.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7029395.82,8685000.0,1.2355258150763802
15205,Corn Belt,Missouri,1949,Miscellaneous other land,2410.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9752932.6,12050000.0,1.2355258150763802
15206,Northern Plains total,Northern Plains,1949,Miscellaneous other land,5249.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,21241968.14,26245000.0,1.2355258150763802
15207,Northern Plains,North Dakota,1949,Miscellaneous other land,1560.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6313101.600000001,7800000.0,1.2355258150763802
15208,Northern Plains,South Dakota,1949,Miscellaneous other land,906.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,3666455.16,4530000.0,1.2355258150763802
15209,Northern Plains,Nebraska,1949,Miscellaneous other land,261.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1056230.46,1305000.0,1.2355258150763802
15210,Northern Plains,Kansas,1949,Miscellaneous other land,2522.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10206180.92,12610000.0,1.2355258150763802
15211,Appalachian total,Appalachian,1949,Miscellaneous other land,6249.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,25288828.14,31245000.0,1.2355258150763802
15212,Appalachian,Virginia,1949,Miscellaneous other land,1333.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5394464.38,6665000.0,1.2355258150763802
15213,Appalachian,West Virginia,1949,Miscellaneous other land,362.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,1464963.32,1810000.0,1.2355258150763802
15214,Appalachian,North Carolina,1949,Miscellaneous other land,2609.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10558257.74,13045000.0,1.2355258150763802
15215,Appalachian,Kentucky,1949,Miscellaneous other land,583.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2359319.38,2915000.0,1.2355258150763804
15216,Appalachian,Tennessee,1949,Miscellaneous other land,1362.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5511823.32,6810000.0,1.2355258150763802
15217,Southeast total,Southeast,1949,Miscellaneous other land,7049.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,28526316.14,35245000.0,1.2355258150763802
15218,Southeast,South Carolina,1949,Miscellaneous other land,638.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,2581896.68,3190000.0,1.2355258150763802
15219,Southeast,Georgia,1949,Miscellaneous other land,2281.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,9230887.66,11405000.0,1.2355258150763802
15220,Southeast,Florida,1949,Miscellaneous other land,2158.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,8733123.88,10790000.0,1.2355258150763802
15221,Southeast,Alabama,1949,Miscellaneous other land,1972.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,7980407.92,9860000.0,1.2355258150763802
15222,Delta States total,Delta States,1949,Miscellaneous other land,5492.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,22225355.12,27460000.0,1.2355258150763802
15223,Delta States,Mississippi,1949,Miscellaneous other land,1129.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4568904.94,5645000.0,1.2355258150763802
15224,Delta States,Arkansas,1949,Miscellaneous other land,1143.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4625560.98,5715000.0,1.2355258150763802
15225,Delta States,Louisiana,1949,Miscellaneous other land,3220.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,13030889.200000001,16100000.0,1.2355258150763802
15226,Southern Plains total,Southern Plains,1949,Miscellaneous other land,10528.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,42605342.08,52640000.0,1.2355258150763802
15227,Southern Plains,Oklahoma,1949,Miscellaneous other land,1690.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6839193.4,8450000.0,1.2355258150763802
15228,Southern Plains,Texas,1949,Miscellaneous other land,8838.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,35766148.68,44190000.0,1.2355258150763802
15229,Mountain total,Mountain,1949,Miscellaneous other land,19152.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,77505462.72,95760000.0,1.2355258150763802
15230,Mountain,Montana,1949,Miscellaneous other land,1556.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,6296914.16,7780000.0,1.2355258150763802
15231,Mountain,Idaho,1949,Miscellaneous other land,3121.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,12630250.06,15605000.0,1.2355258150763802
15232,Mountain,Wyoming,1949,Miscellaneous other land,1001.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4050906.8600000003,5005000.0,1.2355258150763802
15233,Mountain,Colorado,1949,Miscellaneous other land,2537.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,10266883.82,12685000.0,1.2355258150763802
15234,Mountain,New Mexico,1949,Miscellaneous other land,1263.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,5111184.18,6315000.0,1.2355258150763804
15235,Mountain,Arizona,1949,Miscellaneous other land,1119.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,4528436.34,5595000.0,1.2355258150763802
15236,Mountain,Utah,1949,Miscellaneous other land,4186.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,16940155.96,20930000.0,1.2355258150763802
15237,Mountain,Nevada,1949,Miscellaneous other land,4369.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,17680731.34,21845000.0,1.2355258150763802
15238,Pacific total,Pacific,1949,Miscellaneous other land,4770.0,"1,000 acres","September 13, 2024.","USDA, Economic Research Service, Major Land Uses.",5000.0,19303522.2,23850000.0,1.2355258150763802
